truth_date;location;year_week;value;relative_humidity_2m;temperature_2m_max;temperature_2m_min;covid;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks
2023-10-15;HU;2023-W41;139,8;76,96898;20,033998;9,948286;1;189,55849393340844;;;
2023-10-22;HU;2023-W42;153,0;74,76332;18,905428;9,076857;1;127,75931775618042;213,9158004390001;;
2023-10-29;HU;2023-W43;140,2;82,33836;18,74114;10,7982855;1;155,72362511733704;111,81557225838031;215,96440501816213;
2023-11-05;HU;2023-W44;110,8;77,56312;15,855428;7,6268573;1;121,19402965172486;142,7815599239779;90,94152458630482;192,06290167882324
2023-11-12;HU;2023-W45;160,2;81,950424;10,7982855;4,0625715;1;88,61495413850766;100,2257748242482;128,77346868885553;77,50769220114645
2023-11-19;HU;2023-W46;195,3;80,22887;10,655428;4,098286;1;189,7137086152645;65,24503725966241;80,80890419675943;106,7979944256403
2023-11-26;HU;2023-W47;237,7;80,83712;6,7482862;-0,30885717;1;209,72474858993644;201,8291191578872;53,58939807428281;64,31487370124526
2023-12-03;HU;2023-W48;298,6;86,13961;2,8554287;-2,116;1;252,4142038942192;203,0814303907713;194,0467937925968;47,0603863532014
2023-12-10;HU;2023-W49;320,9;91,66205;1,6911428;-2,066;1;324,91475595022774;242,52932769360143;183,53193704515235;174,71746094991423
2023-12-17;HU;2023-W50;414,6;90,61055;7,091143;-0,34457144;1;310,7236562255717;311,5890405750832;210,78781544589373;156,08200958795294
2023-12-24;HU;2023-W51;347,7;87,08958;6,505429;0,59828573;1;453,1468286220886;274,03174388217496;271,64637074409416;175,6156814984825
2024-01-07;HU;2024-W01;221,7;83,96607;8,162572;1,734;1;257,6850503141939;439,3643935628695;231,281419498926;223,0284499708021
2024-01-14;HU;2024-W02;256,4;67,43638;2,784;-5,294571;1;110,31384352705756;173,3881768327042;386,59452728075007;183,0405258369787
2024-01-21;HU;2024-W03;296,0;77,32908;3,884;-3,8802855;1;292,0515907915913;45,72832741552481;117,6328338649384;328,3337817383685
2024-01-28;HU;2024-W04;381,0;76,349236;7,541143;-0,2588571;1;291,62173482858907;285,849365397102;0,6472793868125137;69,37009305107365
2024-02-04;HU;2024-W05;488,8;79,04698;9,276857;1,6054286;1;419,7606360786508;268,102290046457;260,94431133553644;-14,95290161526266
2024-02-11;HU;2024-W06;610,6;72,002396;14,026857;5,976857;1;516,3332471742121;398,4521884473064;220,34292530730767;214,34177695194307
2024-02-18;HU;2024-W07;620,2;79,44901;10,898286;1,3054286;1;666,2021782900929;504,15565967820766;366,0587419488938;193,1766668468281
2024-02-25;HU;2024-W08;579,6;79,53747;13,033999;5,534;1;551,5257646289692;631,0288175539388;436,7113362494894;300,4324282320665
2024-03-03;HU;2024-W09;459,8;86,041855;14,619714;5,3268576;1;515,7156973166288;467,1218644570865;561,6105924072594;366,5394270070601
2024-03-10;HU;2024-W10;385,5;80,56563;12,462571;4,634;1;317,2873902928756;424,7591094580226;366,81633703338593;461,3774064283896
2024-03-17;HU;2024-W11;272,2;75,49358;13,176857;4,7197146;1;319,38246231078176;195,0268254866803;333,8016420418021;275,57159727222296
2024-03-24;HU;2024-W12;240,9;67,86357;13,719714;2,784;1;174,7157550247673;256,7186675911499;100,4091665697474;252,2454123013639
2024-03-31;HU;2024-W13;167,3;63,163612;20,11257;8,141143;1;207,77565364762285;98,31389458320228;196,04156211977696;37,07040643334562
2024-04-07;HU;2024-W14;111,9;67,15984;20,71257;9,376857;1;111,24867617038176;178,61657928656678;52,56050588065796;150,55636734459773
2024-04-14;HU;2024-W15;101,5;63,546978;23,934;10,926857;1;69,12991273397148;68,28972510047943;147,3764342298242;22,66783295638545
2024-04-21;HU;2024-W16;95,1;69,27608;12,905429;3,941143;1;104,02004988988466;49,13789045867837;48,19697989740012;123,5861569669141
2024-04-28;HU;2024-W17;87,0;73,01762;17,091143;5,319714;1;87,87824314343908;102,95190897720605;38,41610572360034;39,86370032079963
2024-05-05;HU;2024-W18;67,2;65,05684;23,076857;11,891143;1;65,31229491179333;68,23739067940782;85,79727416539458;21,74887085184957
2024-05-12;HU;2024-W19;66,3;62,4529;21,434;11,848287;1;57,238161865336046;56,47532685722097;58,14215206595384;75,5109004179616
2024-05-19;HU;2024-W20;49,8;63,22109;22,30543;10,826858;1;70,85018617598824;55,2152004298421;57,07484443180202;55,94984159644072
2024-10-06;HU;2024-W40;192,5;83,68218;14,541143;8,426857;0;34,70083516763376;71,21829337039335;53,74171116098169;50,24063445058383
2024-10-13;HU;2024-W41;213,2;79,25637;19,500666;10,467334;0;286,60246839873884;24,69429970225771;67,47535532381215;49,97073940863982
