prediction_1_weeks,prediction_2_weeks,prediction_3_weeks,prediction_4_weeks,value
201.1694795209706,195.68677694772774,205.34514260888437,214.31965004161032,192.7
188.72105267982477,188.2991560667885,189.5878822747281,203.81513125608447,187.6
188.58294744425518,189.003995846963,199.28332808020585,222.32839394304614,160.2
177.51048282993216,181.09702061667628,190.93853466426714,217.45575119226444,165.5
182.1374805926893,188.23713169210825,190.71659562944885,230.5853214970369,228.8
210.07109902834733,216.62311887810563,231.96165396265764,262.61528773134796,260.0
231.35532388563382,240.28143345355676,241.92009169864497,258.2699687297412,342.9
295.1069746934854,290.8934672784364,275.2403868075447,264.54853658942744,376.8
325.95545732597196,300.4036331175494,274.1236379960502,255.66541249274215,437.0
328.03782665337917,297.0410074939077,264.9987627289468,236.12556681278758,428.4
324.6414670055648,281.34595625405507,233.97784856840275,221.14649901471228,428.5
312.47830274029593,264.02324630504944,227.39830492525772,225.70684828595927,312.1
297.05609567300826,258.9821110242942,226.6122666796289,224.95077152298725,315.5
302.12590744005627,278.3298824167613,252.4162596621876,245.29049990362623,339.0
323.26075956941884,307.47769548443364,270.75226027935986,236.04785193360806,395.6
328.61871518401006,290.69052091318326,237.87915247580557,203.2548390439382,474.8
316.58473342432444,261.58807611043784,211.60826095226943,193.37348536766484,457.5
300.3080431166725,252.80167449050634,207.08691188642652,208.6876349659175,401.7
295.22772633300724,249.37815042038002,209.54952501648597,219.23814723734677,299.1
274.991475385657,242.58202212657991,218.65526473641114,223.3958778268603,241.3
240.51191402727602,230.2773939299292,234.05284097656045,238.3707881527457,177.5
208.95138961925846,210.31401685151613,226.77692003611543,228.35431515371405,164.7
192.00117778337548,197.61239721082774,207.61784029656823,202.62706123349062,147.3
177.18229444831292,177.00072562422574,194.56104490300814,195.80772368577806,133.6
161.40429645613173,171.54053986602693,195.42422511411286,197.51292270217604,130.4
151.73773450658365,150.3977743712076,153.46705347717372,150.1714782693466,122.8
141.56919322074506,136.58489464278486,134.44258634738625,134.36550982035777,121.7
129.5984544515494,131.7412054437913,135.23613281665052,138.80759402830844,125.6
119.02607874540472,119.51067585443838,124.50795748002015,126.5746508182655,88.9
103.2307816881646,103.46379015050567,103.36586698855031,106.86997843377354,78.0
87.41366484959501,85.84212893952602,88.76379941989534,103.10817056193959,64.9
79.08958774679651,80.89674801916314,100.61258243142461,117.27180163134068,83.3
81.80386595523632,99.58164900274326,129.6708470911799,160.0081305303362,86.5
95.93486132780572,115.05727275523842,141.82531744991107,162.66926363587461,104.9
117.94670574986331,138.1213413234935,152.92839548524267,167.25915696631623,173.8
147.75763672976797,165.68682302225994,176.15528460300027,175.759398750467,262.4
197.57827443144697,207.35185394087074,207.03953632149026,189.04474392284368,250.7
217.77374843875205,209.23802543278683,201.05198044706063,199.2261667249725,243.8
215.4298455609113,202.5156626398259,195.36398888426214,202.06809116155512,261.3
