prediction_1_weeks,prediction_2_weeks,prediction_3_weeks,prediction_4_weeks,value
774.1557574588719,753.9140571906771,767.0738068776129,763.336747215015,796.5
746.1194088342422,750.295636077481,752.3703597241868,736.569697042452,888.1
725.0727025185811,727.5174356117644,761.7388168631654,762.5690630508399,882.0
728.2923656367199,756.5413923014917,766.2102887279565,741.2464724645367,683.5
750.1509766516269,768.4571107292098,752.9824621830918,711.492824132386,658.3
722.4068223563794,730.4287704673493,693.1151309311913,731.5154496380949,774.5
767.216934099147,715.0553375976652,731.26894728264,763.4761262889739,820.4
762.9787386073999,761.109607705452,763.5067296177642,777.3376747753317,572.9
664.2865989481455,698.9650905924868,717.5031098208348,700.6883808753964,851.4
775.1659348328606,771.6402342672473,721.3861354132829,766.1032181724586,944.9
819.2960644293348,737.8547096573768,798.7182914121225,809.341720684872,864.0
775.7848822423366,747.7338737777526,789.0150316394958,826.1981310057263,523.6
637.5608929597089,710.719502111694,737.6863527331577,781.362359467704,663.4
714.6635118666741,747.0623829100056,782.7650928809453,800.4809938406538,959.6
843.4069315763932,842.6571113153343,852.4831718923894,804.8692856359521,1130.0
902.6828791227592,892.9640541268326,894.9217991763717,833.3095206253632,1100.4
967.3710107108777,939.3094736710192,881.3139889232091,840.1400973134419,1089.9
989.6072694174692,897.2396907323694,864.2410721903441,824.528825329372,1083.1
960.3228346676005,888.2351175174417,862.9311030006257,817.4760553153505,964.3
899.6603738553436,858.1375319885793,823.5782041367924,779.2766830454825,871.5
823.31726400162,792.7739882772086,769.0367949809998,715.6162833556821,746.2
755.3201277488555,726.6316967203876,707.1640886797222,686.3883149821568,716.9
731.46893110796,702.0471074097071,707.9703832561089,682.9626493517561,855.1
791.5407867161296,782.2537414689142,713.9546329472707,693.8478478477092,947.3
821.1371270303055,758.3371754333858,747.4083468148382,663.3409525163297,877.7
753.6843842296723,680.6990167538555,592.7952060284637,555.8131523017611,880.9
686.3314089785592,615.2774947304262,562.1736946742292,525.0289059922683,826.9
636.4160738003588,570.7889714088816,537.1840984580958,570.6734258551522,722.6
600.8023903021559,542.2946634403653,534.1345242822142,573.1150651128912,346.7
481.3230029171308,485.68323646158154,536.3339037634834,520.884616804216,561.9
526.1805766028979,538.8008184093186,527.5246168513117,514.6956928315071,735.7
613.1049280524368,549.8351981317279,502.7409711346473,483.30272447810364,702.3
549.8807208533212,493.4830647342213,474.80772956141203,453.1967976291114,686.4
511.91194925786886,456.69418610628986,431.11861268488383,441.2419289908883,735.9
514.2873467856787,439.55892875146463,426.44701233909245,435.3602409304114,659.3
497.1463945185839,422.6375734884295,418.84060397707987,424.1148532087209,600.7
453.08311370600825,407.6842635543693,407.6718894024276,417.9412096412268,526.3
430.85260459912706,401.3237933519426,404.5677475999803,396.586387534487,565.7
429.61302219130516,393.4348130874524,392.0465371800543,411.25857046963193,517.1
415.15686957501623,379.99510662425905,404.4050700723776,460.7875443722558,496.6
404.1604622598679,380.7714687309871,383.4655187921894,416.1999307380556,525.4
409.73122789062035,377.0497148243573,378.2988207180275,415.00417115953513,586.7
413.044754528303,381.9436089338838,412.27258031644845,497.25644326061666,553.0
417.31226520928874,389.7565453434773,429.2724225073948,523.7434164386626,410.1
389.66906771543415,381.5551242216227,415.66834684552776,469.2665219053352,561.7
435.8899993698529,459.1013570658722,588.4915549892162,724.493561255508,532.3
450.2307024877335,487.07364361182675,650.3704412225485,714.841572522795,526.7
521.1728900657232,684.9692629518095,730.7832132006594,732.3379276472747,549.3
697.5115844202581,751.8088411271425,739.9827392948775,758.3869877731075,778.7
781.5869390933989,726.3626721838674,747.0713103898515,748.3204711247622,1019.4
755.5687969504048,754.2399045647329,781.3046397374911,765.3521352923292,916.4
742.6587596501168,753.4256761626442,774.4089547047744,732.5244740238454,917.3
