prediction_1_weeks,prediction_2_weeks,prediction_3_weeks,prediction_4_weeks,value
1222.9322041620146,1211.8321907542002,1215.7705328767072,1173.6847457640135,1182.7
1208.5321324260049,1172.8101626351665,1180.3050096168522,1176.789693921567,1291.1
1275.7614079563418,1210.8626310399425,1235.5456403496073,1315.8335278553102,1118.2
1142.3767303392206,1188.6555310178562,1220.7795445990628,1418.6700520041327,990.6
1103.1105820718192,1245.2190682541159,1383.1398185565447,1473.7052023531644,1532.3
1417.4686016839644,1512.0723332183472,1493.2082616662537,1525.4679568651204,1222.1
1382.6344677464317,1436.1437598585644,1504.9265135183743,1438.6272482067557,1313.0
1474.5902165655605,1538.3601580065435,1525.412336074768,1506.480093685764,1534.4
1522.1181792000662,1510.0296226669795,1452.7124934483,1412.2850607309397,1715.7
1585.60566658913,1474.578191064803,1354.7783273722557,1331.6555331618795,1668.5
1604.025558987876,1378.7964848473605,1345.5712548437978,1398.4530229763952,1765.8
1625.0524345639053,1460.003625442929,1395.2274917929237,1445.8359942922934,1505.9
1387.8200389015237,1490.6374511372505,1492.5053727225438,1565.6002994237415,1185.9
1420.3573835882105,1468.7459149579515,1548.6262163943832,1543.5919940445965,1298.4
1463.5147037023896,1564.1047648553392,1627.9403019564465,1631.553210665,1462.0
1486.5010030809872,1485.1687618791493,1506.8897052028603,1457.8071408741284,1789.7
1643.5171783255591,1581.2642775881934,1464.48026969792,1433.518403463498,2021.0
1818.6810545302662,1590.0204050506547,1447.492623887116,1475.1838691564894,1575.0
1488.1280901254324,1378.5265627665772,1380.5665466501603,1417.8328217259636,1288.3
1361.8731474082906,1396.4615700628929,1414.7542231669954,1435.9298209524009,1502.8
1455.9192344158105,1478.7880940463679,1472.2731595107073,1424.9985226042106,1160.4
1299.3343258599075,1260.4627993667903,1245.3437396383656,1177.6091653252242,1178.4
1221.4864038307765,1204.254387330736,1197.9446826560602,1156.7318538529528,1015.0
1082.7056167541382,1163.9853782279329,1171.5258574709817,1114.1663790561229,1064.9
1070.3151093579852,1123.5906522800497,1103.135640708208,1059.7993403099301,1169.2
1113.5667018265056,994.2793204027429,932.53786575678,925.5869388071693,942.6
890.3091387158179,868.7863392747918,866.7165182163524,881.8958938436358,888.3
862.2268184360652,870.9125542612228,904.057826911393,906.7744099974557,844.4
845.7931312742081,870.5866815739364,869.8163950437375,838.8503048740354,945.4
852.9232140376986,851.4560966452171,806.3504604698829,803.7405214966675,892.2
820.2747187293692,821.1700393594407,773.6067039494592,735.5346646748218,759.5
790.6608490185204,775.4741508663085,707.9537879907548,672.1350602523278,791.5
779.5129638236816,782.1089340633786,710.1047890027697,649.8081331783197,873.5
785.6489233376507,789.0812021034257,693.7736426874798,659.1997553833274,765.1
791.4647671802459,755.3421815767412,675.942057667217,636.2658557640281,841.9
783.1803051023803,772.9264545876936,688.3121582351258,653.4270448192133,806.5
753.5675495161022,745.2175954909854,662.0220143912178,633.4944488240517,892.4
752.6618678671049,704.6025190337351,642.5348409743535,601.0187864442881,822.2
784.628562388988,757.7130080530072,644.5850855129178,578.1853226062344,641.3
723.8011442216704,638.5835845861201,603.6718971159053,572.9850975576127,620.5
606.5421073152453,575.5611305712677,574.4296587799505,533.3758868849918,555.0
564.816886452058,552.1479556407171,535.5885399454208,502.43544677933096,367.6
499.2577283146444,484.44682217584347,498.1752409088885,528.9377831641332,343.6
436.5794273366475,443.41545115620744,453.3442287354545,509.50891267642413,419.6
437.6944621556958,447.15123127348465,522.6718027839303,625.8149447418152,307.9
410.2431705456868,464.6435864454343,593.6936048500218,931.1639704947371,394.7
524.7891451992027,683.0456436819977,955.9250126835982,1173.1861998361255,417.6
593.1607267747021,944.1130552497771,1135.280405496085,1200.1977436243076,713.6
943.3875730988555,1162.529150854956,1220.3231731192134,1218.2653714298065,927.0
1107.8711691320975,1179.3996846808234,1198.7740860965823,1233.8222111006683,993.0
1171.824067063621,1233.5255311222986,1256.3904459603812,1284.0284208493574,1216.6
1266.7763600472954,1233.8359193556473,1278.4505173463806,1284.8715383501758,1182.0
1268.1251576826307,1303.0371961524,1286.6619870874313,1258.412008364878,1384.1
