feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2536608321515312,3.878649723845281e-09,0.39554953066415266,4.518515557202949e-21,524
temperature_2m_min,-0.5793070532392861,2.7105885863890768e-48,-0.6152717105356146,6.757774567722022e-56,524
temperature_2m_max,-0.5927565861500306,5.028188961512526e-51,-0.6482022977746905,8.959153683140841e-64,524
covid,-0.3276981857706341,1.3931499532689424e-14,-0.3781789396754825,2.922857377463159e-19,524
