feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2720924908018364,0.027095775377808357,0.27994990084542326,0.02281024146259389,66
temperature_2m_min,-0.5562435747345709,1.2398129384861106e-06,-0.5775031573548814,3.8432195261448755e-07,66
temperature_2m_max,-0.5384922558601829,3.1037060179935084e-06,-0.5446669937358962,2.269018883762076e-06,66
covid,-0.06881039575062745,0.5830131883587355,-0.08815463659998707,0.481519887654671,66
