feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.4514630572849133,2.623222008547376e-09,0.6062191378221017,3.1628272022320173e-17,158
temperature_2m_min,-0.6029119171334762,5.19837541447391e-17,-0.7514835926292716,5.623898487680655e-30,158
temperature_2m_max,-0.5637975920731071,1.2291253040278109e-14,-0.7340364520344348,5.239726132779191e-28,158
covid,0.29675197173974266,0.00015300341999825305,0.4578202327963697,1.4664195496568649e-09,158
