feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.21176904669854324,9.617928152658815e-05,0.2004648390020544,0.00022656375257394673,334
temperature_2m_min,-0.2391636498751527,9.925940864337561e-06,-0.2989533946356209,2.532722794885539e-08,334
temperature_2m_max,-0.262573389199989,1.1366974373498479e-06,-0.29708359497920234,3.121251079170417e-08,334
covid,0.3011431057994898,1.9792353326355547e-08,0.22238146649815146,4.1245094665673e-05,334
