feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,-0.0840153764257673,0.09090679119417826,-0.020017181560633257,0.6875870530765356,406
temperature_2m_min,0.005840867001690696,0.9065998611365605,-0.0689858334884781,0.16532176910544327,406
temperature_2m_max,0.0024750207870190936,0.9603482250423983,-0.0661619124547987,0.18336231669412906,406
covid,0.4313277634478577,7.953145383248216e-20,0.4740705240914751,3.8642827985084484e-24,406
