feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.4828007220783951,4.864537067290266e-25,0.46077704641524725,1.1133342924017338e-22,405
temperature_2m_min,-0.5074642226707722,6.816482243248036e-28,-0.47998680029410234,9.95697854884621e-25,405
temperature_2m_max,-0.5636727653319447,2.4450852717629175e-35,-0.5389884844400442,6.771850948996708e-32,405
covid,-0.4051699840609681,1.9661315433607198e-17,-0.42577049454734994,2.8963770360589743e-19,405
