feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,-0.09084743565086739,0.14251289190403385,-0.08762662177459149,0.15727361296781875,262
temperature_2m_min,-0.10589999409956313,0.08712565431231789,-0.17549298852436931,0.004383423943326842,262
temperature_2m_max,-0.10598511268223164,0.08687057528136945,-0.17163490201040787,0.005343365501457292,262
covid,0.4436186059570624,4.653320222735296e-14,0.38005184305529705,1.983684704639265e-10,262
