feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2583044338696888,3.2238158249091475e-09,0.3334328508541152,1.042916984145167e-14,510
temperature_2m_min,-0.38334420694887883,2.676426316039313e-19,-0.6851239039425024,6.368497777243965e-72,510
temperature_2m_max,-0.38533071373356365,1.6893932780214715e-19,-0.6472636015201617,7.02648777696922e-62,510
covid,-0.02465033432614455,0.5786201583663241,-0.007666980557483882,0.8628695700734651,510
