feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.3750574132270965,5.916477477864065e-07,0.41896822268224937,1.750371801766378e-08,167
temperature_2m_min,-0.39295225402590644,1.4982521717454697e-07,-0.3808779044900104,3.818855859427649e-07,167
temperature_2m_max,-0.445234716571377,1.6516948588973065e-09,-0.4327072594768172,5.221436263273225e-09,167
covid,0.0289136879093378,0.7106983667539727,0.006760178817687782,0.9309055322303579,167
