feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2684062233983165,4.4213156344497784e-10,0.4241552152504695,2.9739329266213534e-24,523
temperature_2m_min,-0.48575256480670576,2.550646867339722e-32,-0.6720620333863128,5.443588435284987e-70,523
temperature_2m_max,-0.50017079963002,1.859634619103954e-34,-0.703432026434347,2.777963524497681e-79,523
covid,0.08893215448782053,0.04205555722560811,0.3125875010566484,2.5617460176374237e-13,523
