feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.47566442775699447,1.0257915943495119e-30,0.5278597886439398,1.2076028606550164e-38,520
temperature_2m_min,-0.6485249068656008,2.21780512508292e-63,-0.6789887351382533,1.54119756343275e-71,520
temperature_2m_max,-0.6602088272392344,2.1374010068190704e-66,-0.6932957680103241,1.0115106375973355e-75,520
covid,-0.18952091234850854,1.3562093011886448e-05,-0.22640207318739247,1.8062598197109366e-07,520
