feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.05123129603366171,0.3031153349909087,0.07552491693535257,0.12869618418204434,406
temperature_2m_min,-0.2953920868983593,1.2822738255061482e-09,-0.2852901636638041,4.834038763878389e-09,406
temperature_2m_max,-0.2637890710296986,6.865344664655747e-08,-0.2711564422000249,2.8380648630377525e-08,406
covid,0.20584336680618207,2.919131038885853e-05,0.24515064212700832,5.705346547697343e-07,406
