feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.374003485892634,1.776636818697035e-18,0.38704848355657506,8.8483431359264e-20,513
temperature_2m_min,-0.5853539122686364,1.6879531092566693e-48,-0.5924309476595973,6.400587557709332e-50,513
temperature_2m_max,-0.5558467845554335,6.206489091261314e-43,-0.5720302566347544,6.459116149152067e-46,513
covid,-0.08951814461647446,0.042696589394493056,-0.0905038844587921,0.04045484637853969,513
