feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.14824999018547314,0.0035506990393664134,0.1565760735476898,0.002061121331159254,385
temperature_2m_min,-0.4793782303920389,1.6213362095331426e-23,-0.5647061699535071,8.252563588769868e-34,385
temperature_2m_max,-0.4685577413547143,2.0885465073811454e-22,-0.5389691096108985,2.1607596524980703e-30,385
covid,-0.3332508441116427,1.9414134722954895e-11,-0.4210989677918908,5.583080322352637e-18,385
