feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.1286670616415207,0.0184732941797502,0.08967516174233157,0.10131895799028717,335
temperature_2m_min,-0.27162951338026475,4.457975329649e-07,-0.42149984799905366,7.33940980381825e-16,335
temperature_2m_max,-0.2699210381316024,5.295225697683018e-07,-0.35715901330708955,1.6267990507930144e-11,335
covid,0.06959919915651733,0.2038516239335946,0.008672708054479882,0.8743415374023806,335
