feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.232431593021676,7.590044885032494e-08,0.5201004082276135,1.3880853662922325e-37,523
temperature_2m_min,-0.5113692538441662,3.449821496927168e-36,-0.7700484235382205,9.17566407924202e-104,523
temperature_2m_max,-0.4838019945703133,4.875912831055541e-32,-0.763205949535698,7.008261710548763e-101,523
covid,-0.15453703028517943,0.00038962815942068443,-0.1909460749951384,1.0983152402666424e-05,523
