feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.38562263994969853,1.8578381130421748e-19,0.40941771756094003,5.947473340032787e-22,508
temperature_2m_min,-0.5359748414167457,4.060638474390842e-39,-0.5778517134629386,1.3789312507619026e-46,508
temperature_2m_max,-0.5509516482002799,1.1431737897297141e-41,-0.579956698881249,5.435174276123562e-47,508
covid,0.03832185497767111,0.388731736428847,-0.0029263249470797424,0.9475420894618019,508
