feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,-0.10378783021050626,0.04785187811563377,-0.1411330794512185,0.00699887657635934,364
temperature_2m_min,-0.3370307365321743,4.0518409152990084e-11,-0.36502244637651476,6.487698881132779e-13,364
temperature_2m_max,-0.3057977589175095,2.5613911251432287e-09,-0.3435739260391167,1.5986136660470703e-11,364
covid,-0.11570563956995057,0.027289702622469707,-0.016398352083460778,0.7551883439797974,364
