feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2272757538966722,1.4473611915169393e-07,0.2812878884094022,5.510895428121113e-11,524
temperature_2m_min,-0.48612599466500594,1.9661406751128345e-32,-0.5582825381132989,2.868287918263606e-44,524
temperature_2m_max,-0.44589921132280985,5.795274551474811e-27,-0.5286459721778267,4.627546913124277e-39,524
covid,0.29202992277493994,9.226215618397547e-12,0.26296404616408703,9.773995737252512e-10,524
