feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.4611435323567505,6.72500032219746e-29,0.4946531757814769,1.2570207109120413e-33,523
temperature_2m_min,-0.6873950192798112,2.195741594276493e-74,-0.6963935315947863,4.298160896714438e-77,523
temperature_2m_max,-0.6828477354601092,4.7096227491904075e-73,-0.6960461486598795,5.491618214284309e-77,523
covid,-0.07343971973468807,0.0933949899103161,-0.08795097480314054,0.044383309023999215,523
