feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.37397161745830326,3.0523385727036516e-18,0.45080444316537316,1.0711824171579975e-26,506
temperature_2m_min,-0.6455231498333296,5.548257762106149e-61,-0.7355393172228515,2.855369904803285e-87,506
temperature_2m_max,-0.659290514386824,2.049275819629754e-64,-0.7426155582175977,8.483741553083886e-90,506
covid,0.061162775034128855,0.16953288074554582,0.013126630426684738,0.7683310359591646,506
