feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.07603256170168293,0.17083877323556587,-0.07393226148802119,0.18299914816691784,326
temperature_2m_min,-0.43786068041126724,1.0577789687186036e-16,-0.6130475554970283,4.966211052342666e-35,326
temperature_2m_max,-0.4164420734335492,4.173072672589472e-15,-0.496386894848202,1.1049875403326239e-21,326
covid,-0.1582789523425352,0.004171353097701786,0.011786823398055013,0.8321019287170318,326
