feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.515808860780613,5.831022462257574e-37,0.5679641580952328,4.367617284973159e-46,524
temperature_2m_min,-0.6324069975308244,7.075199650137591e-60,-0.6444733987860418,7.819154402651111e-63,524
temperature_2m_max,-0.6394251918456195,1.4002967973680053e-61,-0.6553906258992415,1.2609582930973894e-65,524
covid,0.09548573102233743,0.028848967922743895,0.07674843435563965,0.07921723856994357,524
