feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.48195685168631114,2.971103926013304e-31,0.5323111396686436,5.97910442006125e-39,514
temperature_2m_min,-0.7614121337489135,1.9197873895989323e-98,-0.8252557556975857,3.838140985414427e-129,514
temperature_2m_max,-0.7596426515754401,9.863453997647364e-98,-0.8204218906555919,2.1162163986587398e-126,514
covid,-0.13033833309609258,0.0030722189368548127,-0.13828745036038,0.0016741326822366281,514
