feature,pearson_r,pearson_p,spearman_rho,spearman_p,n
relative_humidity_2m,0.2495526114426747,7.0075212567602256e-09,0.36243291719245607,1.0371834632798153e-17,524
temperature_2m_min,-0.5085463229286858,8.22214950452359e-36,-0.5590876340380908,2.0359416281048342e-44,524
temperature_2m_max,-0.4852743623380582,2.612688596617175e-32,-0.5556530308544402,8.729349262371036e-44,524
covid,0.2422356586714654,1.9584336433981734e-08,0.4978735906157161,3.5853002873197354e-34,524
