,date,temperature_2m_max,temperature_2m_min,country,Fecha,week_of_year,year,year_week
0,2014-10-04 23:00:00+00:00,13.5865,11.3365,BE,2014-10-04,40,2014,2014-W40
1,2014-10-05 23:00:00+00:00,13.936501,12.186501,BE,2014-10-05,40,2014,2014-W40
2,2014-10-06 23:00:00+00:00,15.236501,9.8365,BE,2014-10-06,41,2014,2014-W41
3,2014-10-07 23:00:00+00:00,16.8865,9.5865,BE,2014-10-07,41,2014,2014-W41
4,2014-10-08 23:00:00+00:00,17.936499,12.8865,BE,2014-10-08,41,2014,2014-W41
5,2014-10-09 23:00:00+00:00,17.2365,11.486501,BE,2014-10-09,41,2014,2014-W41
6,2014-10-10 23:00:00+00:00,15.686501,10.2865,BE,2014-10-10,41,2014,2014-W41
7,2014-10-11 23:00:00+00:00,17.036499,7.2865,BE,2014-10-11,41,2014,2014-W41
8,2014-10-12 23:00:00+00:00,17.5865,12.736501,BE,2014-10-12,41,2014,2014-W41
9,2014-10-13 23:00:00+00:00,15.736501,10.986501,BE,2014-10-13,42,2014,2014-W42
10,2014-10-14 23:00:00+00:00,15.936501,10.0865,BE,2014-10-14,42,2014,2014-W42
11,2014-10-15 23:00:00+00:00,17.2365,12.686501,BE,2014-10-15,42,2014,2014-W42
12,2014-10-16 23:00:00+00:00,17.436499,13.1365,BE,2014-10-16,42,2014,2014-W42
13,2014-10-17 23:00:00+00:00,22.7365,13.0865,BE,2014-10-17,42,2014,2014-W42
14,2014-10-18 23:00:00+00:00,21.286499,15.0365,BE,2014-10-18,42,2014,2014-W42
15,2014-10-19 23:00:00+00:00,16.9865,12.486501,BE,2014-10-19,42,2014,2014-W42
16,2014-10-20 23:00:00+00:00,13.686501,9.1365,BE,2014-10-20,43,2014,2014-W43
17,2014-10-21 23:00:00+00:00,12.186501,8.2865,BE,2014-10-21,43,2014,2014-W43
18,2014-10-22 23:00:00+00:00,14.986501,9.236501,BE,2014-10-22,43,2014,2014-W43
19,2014-10-23 23:00:00+00:00,12.0865,11.0365,BE,2014-10-23,43,2014,2014-W43
20,2014-10-24 23:00:00+00:00,14.7865,10.736501,BE,2014-10-24,43,2014,2014-W43
21,2014-10-25 23:00:00+00:00,16.286499,9.0365,BE,2014-10-25,43,2014,2014-W43
22,2014-10-26 23:00:00+00:00,16.686499,10.986501,BE,2014-10-26,43,2014,2014-W43
23,2014-10-27 23:00:00+00:00,12.936501,8.436501,BE,2014-10-27,44,2014,2014-W44
24,2014-10-28 23:00:00+00:00,12.8365,8.1365,BE,2014-10-28,44,2014,2014-W44
25,2014-10-29 23:00:00+00:00,18.0865,11.986501,BE,2014-10-29,44,2014,2014-W44
26,2014-10-30 23:00:00+00:00,18.1365,11.186501,BE,2014-10-30,44,2014,2014-W44
27,2014-10-31 23:00:00+00:00,18.3865,12.2865,BE,2014-10-31,44,2014,2014-W44
28,2014-11-01 23:00:00+00:00,17.3365,11.5865,BE,2014-11-01,44,2014,2014-W44
29,2014-11-02 23:00:00+00:00,14.486501,10.936501,BE,2014-11-02,44,2014,2014-W44
30,2014-11-03 23:00:00+00:00,11.1365,7.2365,BE,2014-11-03,45,2014,2014-W45
31,2014-11-04 23:00:00+00:00,10.5365,5.1865,BE,2014-11-04,45,2014,2014-W45
32,2014-11-05 23:00:00+00:00,9.8365,4.1365,BE,2014-11-05,45,2014,2014-W45
33,2014-11-06 23:00:00+00:00,11.3865,7.4865,BE,2014-11-06,45,2014,2014-W45
34,2014-11-07 23:00:00+00:00,12.5865,7.8865,BE,2014-11-07,45,2014,2014-W45
35,2014-11-08 23:00:00+00:00,12.8865,8.0865,BE,2014-11-08,45,2014,2014-W45
36,2014-11-09 23:00:00+00:00,12.5365,7.8364997,BE,2014-11-09,45,2014,2014-W45
37,2014-11-10 23:00:00+00:00,15.3365,6.9865,BE,2014-11-10,46,2014,2014-W46
38,2014-11-11 23:00:00+00:00,13.736501,7.7865,BE,2014-11-11,46,2014,2014-W46
39,2014-11-12 23:00:00+00:00,12.236501,5.6865,BE,2014-11-12,46,2014,2014-W46
40,2014-11-13 23:00:00+00:00,12.686501,8.2865,BE,2014-11-13,46,2014,2014-W46
41,2014-11-14 23:00:00+00:00,10.8365,8.3865,BE,2014-11-14,46,2014,2014-W46
42,2014-11-15 23:00:00+00:00,9.736501,6.7865,BE,2014-11-15,46,2014,2014-W46
43,2014-11-16 23:00:00+00:00,10.686501,5.9865,BE,2014-11-16,46,2014,2014-W46
44,2014-11-17 23:00:00+00:00,9.6365,2.8865,BE,2014-11-17,47,2014,2014-W47
45,2014-11-18 23:00:00+00:00,10.186501,7.8364997,BE,2014-11-18,47,2014,2014-W47
46,2014-11-19 23:00:00+00:00,9.936501,5.7865,BE,2014-11-19,47,2014,2014-W47
47,2014-11-20 23:00:00+00:00,9.3365,3.4365,BE,2014-11-20,47,2014,2014-W47
48,2014-11-21 23:00:00+00:00,14.236501,6.4865,BE,2014-11-21,47,2014,2014-W47
49,2014-11-22 23:00:00+00:00,15.0865,8.0865,BE,2014-11-22,47,2014,2014-W47
50,2014-11-23 23:00:00+00:00,10.1365,4.5365,BE,2014-11-23,47,2014,2014-W47
51,2014-11-24 23:00:00+00:00,7.3865,2.1365,BE,2014-11-24,48,2014,2014-W48
52,2014-11-25 23:00:00+00:00,9.686501,5.0365,BE,2014-11-25,48,2014,2014-W48
53,2014-11-26 23:00:00+00:00,10.686501,9.2865,BE,2014-11-26,48,2014,2014-W48
54,2014-11-27 23:00:00+00:00,13.236501,6.5864997,BE,2014-11-27,48,2014,2014-W48
55,2014-11-28 23:00:00+00:00,9.0365,2.3365002,BE,2014-11-28,48,2014,2014-W48
56,2014-11-29 23:00:00+00:00,4.9365,-1.1135,BE,2014-11-29,48,2014,2014-W48
57,2014-11-30 23:00:00+00:00,3.6365,2.4365,BE,2014-11-30,48,2014,2014-W48
58,2014-12-01 23:00:00+00:00,2.3365002,1.1365,BE,2014-12-01,49,2014,2014-W49
59,2014-12-02 23:00:00+00:00,1.1865,-0.91349995,BE,2014-12-02,49,2014,2014-W49
60,2014-12-03 23:00:00+00:00,2.9864998,-1.2135,BE,2014-12-03,49,2014,2014-W49
61,2014-12-04 23:00:00+00:00,5.0864997,1.9865,BE,2014-12-04,49,2014,2014-W49
62,2014-12-05 23:00:00+00:00,7.6365,0.5865,BE,2014-12-05,49,2014,2014-W49
63,2014-12-06 23:00:00+00:00,5.5864997,0.1865,BE,2014-12-06,49,2014,2014-W49
64,2014-12-07 23:00:00+00:00,4.1865,-0.1135,BE,2014-12-07,49,2014,2014-W49
65,2014-12-08 23:00:00+00:00,6.6365,1.8365,BE,2014-12-08,50,2014,2014-W50
66,2014-12-09 23:00:00+00:00,8.686501,3.7364998,BE,2014-12-09,50,2014,2014-W50
67,2014-12-10 23:00:00+00:00,7.4365,4.5864997,BE,2014-12-10,50,2014,2014-W50
68,2014-12-11 23:00:00+00:00,9.6365,6.0864997,BE,2014-12-11,50,2014,2014-W50
69,2014-12-12 23:00:00+00:00,5.6365,2.3865,BE,2014-12-12,50,2014,2014-W50
70,2014-12-13 23:00:00+00:00,4.5365,0.8365,BE,2014-12-13,50,2014,2014-W50
71,2014-12-14 23:00:00+00:00,7.5365,1.2865,BE,2014-12-14,50,2014,2014-W50
72,2014-12-15 23:00:00+00:00,6.7865,3.1365,BE,2014-12-15,51,2014,2014-W51
73,2014-12-16 23:00:00+00:00,10.1365,2.9864998,BE,2014-12-16,51,2014,2014-W51
74,2014-12-17 23:00:00+00:00,11.5865,9.7865,BE,2014-12-17,51,2014,2014-W51
75,2014-12-18 23:00:00+00:00,11.486501,5.1365,BE,2014-12-18,51,2014,2014-W51
76,2014-12-19 23:00:00+00:00,7.9365,4.5365,BE,2014-12-19,51,2014,2014-W51
77,2014-12-20 23:00:00+00:00,8.7865,4.2365,BE,2014-12-20,51,2014,2014-W51
78,2014-12-21 23:00:00+00:00,11.686501,8.8865,BE,2014-12-21,51,2014,2014-W51
79,2014-12-22 23:00:00+00:00,11.3865,9.236501,BE,2014-12-22,52,2014,2014-W52
80,2014-12-23 23:00:00+00:00,9.8865,4.4365,BE,2014-12-23,52,2014,2014-W52
81,2014-12-24 23:00:00+00:00,6.3865,3.0365,BE,2014-12-24,52,2014,2014-W52
82,2014-12-25 23:00:00+00:00,4.7865,0.8865,BE,2014-12-25,52,2014,2014-W52
83,2014-12-26 23:00:00+00:00,4.9365,-0.2635,BE,2014-12-26,52,2014,2014-W52
84,2014-12-27 23:00:00+00:00,-0.7635,-8.4635,BE,2014-12-27,52,2014,2014-W52
85,2014-12-28 23:00:00+00:00,5.0365,-9.1635,BE,2014-12-28,52,2014,2014-W52
86,2014-12-29 23:00:00+00:00,4.5864997,-0.8135,BE,2014-12-29,01,2014,2014-W01
87,2014-12-30 23:00:00+00:00,5.4365,1.0365,BE,2014-12-30,01,2014,2014-W01
88,2014-12-31 23:00:00+00:00,3.5365,-0.16350001,BE,2014-12-31,01,2014,2014-W01
89,2015-01-01 23:00:00+00:00,9.8365,2.5365,BE,2015-01-01,01,2015,2015-W01
90,2015-01-02 23:00:00+00:00,3.4365,1.6865,BE,2015-01-02,01,2015,2015-W01
91,2015-01-03 23:00:00+00:00,5.6365,-0.1135,BE,2015-01-03,01,2015,2015-W01
92,2015-01-04 23:00:00+00:00,3.5865002,-0.8135,BE,2015-01-04,01,2015,2015-W01
93,2015-01-05 23:00:00+00:00,5.3364997,-1.5635,BE,2015-01-05,02,2015,2015-W02
94,2015-01-06 23:00:00+00:00,4.7365,-0.3135,BE,2015-01-06,02,2015,2015-W02
95,2015-01-07 23:00:00+00:00,9.2865,3.5865002,BE,2015-01-07,02,2015,2015-W02
96,2015-01-08 23:00:00+00:00,12.5865,5.1365,BE,2015-01-08,02,2015,2015-W02
97,2015-01-09 23:00:00+00:00,12.5365,4.5864997,BE,2015-01-09,02,2015,2015-W02
98,2015-01-10 23:00:00+00:00,6.8865,3.0865002,BE,2015-01-10,02,2015,2015-W02
99,2015-01-11 23:00:00+00:00,9.686501,6.5864997,BE,2015-01-11,02,2015,2015-W02
100,2015-01-12 23:00:00+00:00,10.8865,6.2865,BE,2015-01-12,03,2015,2015-W03
101,2015-01-13 23:00:00+00:00,6.1365,3.2364998,BE,2015-01-13,03,2015,2015-W03
102,2015-01-14 23:00:00+00:00,9.6365,5.6865,BE,2015-01-14,03,2015,2015-W03
103,2015-01-15 23:00:00+00:00,7.3364997,3.7364998,BE,2015-01-15,03,2015,2015-W03
104,2015-01-16 23:00:00+00:00,3.7364998,-1.0135,BE,2015-01-16,03,2015,2015-W03
105,2015-01-17 23:00:00+00:00,3.9864998,0.7865,BE,2015-01-17,03,2015,2015-W03
106,2015-01-18 23:00:00+00:00,2.6865,-0.4135,BE,2015-01-18,03,2015,2015-W03
107,2015-01-19 23:00:00+00:00,2.9864998,-2.8135,BE,2015-01-19,04,2015,2015-W04
108,2015-01-20 23:00:00+00:00,3.0865002,-1.4635,BE,2015-01-20,04,2015,2015-W04
109,2015-01-21 23:00:00+00:00,0.5865,-2.0635,BE,2015-01-21,04,2015,2015-W04
110,2015-01-22 23:00:00+00:00,1.6365,-1.5135,BE,2015-01-22,04,2015,2015-W04
111,2015-01-23 23:00:00+00:00,5.1865,-1.1135,BE,2015-01-23,04,2015,2015-W04
112,2015-01-24 23:00:00+00:00,4.8865,0.3865,BE,2015-01-24,04,2015,2015-W04
113,2015-01-25 23:00:00+00:00,7.9865,3.4365,BE,2015-01-25,04,2015,2015-W04
114,2015-01-26 23:00:00+00:00,6.1365,2.1365,BE,2015-01-26,05,2015,2015-W05
115,2015-01-27 23:00:00+00:00,6.7865,2.4864998,BE,2015-01-27,05,2015,2015-W05
116,2015-01-28 23:00:00+00:00,4.3865,0.7865,BE,2015-01-28,05,2015,2015-W05
117,2015-01-29 23:00:00+00:00,3.6865,-0.4135,BE,2015-01-29,05,2015,2015-W05
118,2015-01-30 23:00:00+00:00,3.8865,-1.5635,BE,2015-01-30,05,2015,2015-W05
119,2015-01-31 23:00:00+00:00,4.6865,-1.6135,BE,2015-01-31,05,2015,2015-W05
120,2015-02-01 23:00:00+00:00,2.9864998,-0.8135,BE,2015-02-01,05,2015,2015-W05
121,2015-02-02 23:00:00+00:00,3.8865,-2.3635,BE,2015-02-02,06,2015,2015-W06
122,2015-02-03 23:00:00+00:00,4.5864997,-4.0635,BE,2015-02-03,06,2015,2015-W06
123,2015-02-04 23:00:00+00:00,1.5865,-4.3635,BE,2015-02-04,06,2015,2015-W06
124,2015-02-05 23:00:00+00:00,1.9365,-2.4134998,BE,2015-02-05,06,2015,2015-W06
125,2015-02-06 23:00:00+00:00,4.4365,-3.1634998,BE,2015-02-06,06,2015,2015-W06
126,2015-02-07 23:00:00+00:00,6.0365,0.9865,BE,2015-02-07,06,2015,2015-W06
127,2015-02-08 23:00:00+00:00,7.3364997,0.8865,BE,2015-02-08,06,2015,2015-W06
128,2015-02-09 23:00:00+00:00,6.3865,3.8365002,BE,2015-02-09,07,2015,2015-W07
129,2015-02-10 23:00:00+00:00,8.3865,0.8365,BE,2015-02-10,07,2015,2015-W07
130,2015-02-11 23:00:00+00:00,8.0865,-2.9134998,BE,2015-02-11,07,2015,2015-W07
131,2015-02-12 23:00:00+00:00,11.0865,-1.5135,BE,2015-02-12,07,2015,2015-W07
132,2015-02-13 23:00:00+00:00,9.2865,5.1865,BE,2015-02-13,07,2015,2015-W07
133,2015-02-14 23:00:00+00:00,8.486501,1.2365,BE,2015-02-14,07,2015,2015-W07
134,2015-02-15 23:00:00+00:00,9.6365,-2.5635,BE,2015-02-15,07,2015,2015-W07
135,2015-02-16 23:00:00+00:00,7.4865,0.4365,BE,2015-02-16,08,2015,2015-W08
136,2015-02-17 23:00:00+00:00,5.2365,-2.7635002,BE,2015-02-17,08,2015,2015-W08
137,2015-02-18 23:00:00+00:00,7.7365,1.6365,BE,2015-02-18,08,2015,2015-W08
138,2015-02-19 23:00:00+00:00,6.5864997,4.1865,BE,2015-02-19,08,2015,2015-W08
139,2015-02-20 23:00:00+00:00,6.5365,0.8865,BE,2015-02-20,08,2015,2015-W08
140,2015-02-21 23:00:00+00:00,6.9365,-1.8635,BE,2015-02-21,08,2015,2015-W08
141,2015-02-22 23:00:00+00:00,9.6365,2.4864998,BE,2015-02-22,08,2015,2015-W08
142,2015-02-23 23:00:00+00:00,8.3865,3.1365,BE,2015-02-23,09,2015,2015-W09
143,2015-02-24 23:00:00+00:00,6.1865,0.8365,BE,2015-02-24,09,2015,2015-W09
144,2015-02-25 23:00:00+00:00,8.236501,3.4365,BE,2015-02-25,09,2015,2015-W09
145,2015-02-26 23:00:00+00:00,7.2365,0.2365,BE,2015-02-26,09,2015,2015-W09
146,2015-02-27 23:00:00+00:00,8.8865,-0.8135,BE,2015-02-27,09,2015,2015-W09
147,2015-02-28 23:00:00+00:00,10.2865,6.1865,BE,2015-02-28,09,2015,2015-W09
148,2015-03-01 23:00:00+00:00,7.8364997,3.0865002,BE,2015-03-01,09,2015,2015-W09
149,2015-03-02 23:00:00+00:00,7.4865,2.5865002,BE,2015-03-02,10,2015,2015-W10
150,2015-03-03 23:00:00+00:00,7.1365,0.5365,BE,2015-03-03,10,2015,2015-W10
151,2015-03-04 23:00:00+00:00,8.936501,0.3865,BE,2015-03-04,10,2015,2015-W10
152,2015-03-05 23:00:00+00:00,9.8365,0.9865,BE,2015-03-05,10,2015,2015-W10
153,2015-03-06 23:00:00+00:00,13.8865,3.3365002,BE,2015-03-06,10,2015,2015-W10
154,2015-03-07 23:00:00+00:00,14.936501,3.9864998,BE,2015-03-07,10,2015,2015-W10
155,2015-03-08 23:00:00+00:00,12.0365,5.9365,BE,2015-03-08,10,2015,2015-W10
156,2015-03-09 23:00:00+00:00,11.5865,3.5865002,BE,2015-03-09,11,2015,2015-W11
157,2015-03-10 23:00:00+00:00,9.936501,-0.8135,BE,2015-03-10,11,2015,2015-W11
158,2015-03-11 23:00:00+00:00,12.236501,-0.91349995,BE,2015-03-11,11,2015,2015-W11
159,2015-03-12 23:00:00+00:00,9.6365,-0.3635,BE,2015-03-12,11,2015,2015-W11
160,2015-03-13 23:00:00+00:00,7.8364997,1.0365,BE,2015-03-13,11,2015,2015-W11
161,2015-03-14 23:00:00+00:00,8.236501,1.8865,BE,2015-03-14,11,2015,2015-W11
162,2015-03-15 23:00:00+00:00,11.3865,0.2365,BE,2015-03-15,11,2015,2015-W11
163,2015-03-16 23:00:00+00:00,15.8865,-0.4135,BE,2015-03-16,12,2015,2015-W12
164,2015-03-17 23:00:00+00:00,13.5865,2.6365,BE,2015-03-17,12,2015,2015-W12
165,2015-03-18 23:00:00+00:00,9.8365,5.0864997,BE,2015-03-18,12,2015,2015-W12
166,2015-03-19 23:00:00+00:00,9.5865,3.6365,BE,2015-03-19,12,2015,2015-W12
167,2015-03-20 23:00:00+00:00,8.436501,2.9864998,BE,2015-03-20,12,2015,2015-W12
168,2015-03-21 23:00:00+00:00,7.1365,3.1365,BE,2015-03-21,12,2015,2015-W12
169,2015-03-22 23:00:00+00:00,9.936501,-2.1634998,BE,2015-03-22,12,2015,2015-W12
170,2015-03-23 23:00:00+00:00,10.2865,0.8865,BE,2015-03-23,13,2015,2015-W13
171,2015-03-24 23:00:00+00:00,7.4865,2.7364998,BE,2015-03-24,13,2015,2015-W13
172,2015-03-25 23:00:00+00:00,6.6365,1.9365,BE,2015-03-25,13,2015,2015-W13
173,2015-03-26 23:00:00+00:00,9.5365,1.7365,BE,2015-03-26,13,2015,2015-W13
174,2015-03-27 23:00:00+00:00,12.0865,1.4365,BE,2015-03-27,13,2015,2015-W13
175,2015-03-28 23:00:00+00:00,10.936501,7.9865,BE,2015-03-28,13,2015,2015-W13
176,2015-03-29 23:00:00+00:00,9.3865,5.3364997,BE,2015-03-29,13,2015,2015-W13
177,2015-03-30 23:00:00+00:00,10.936501,6.1365,BE,2015-03-30,14,2015,2015-W14
178,2015-03-31 23:00:00+00:00,9.3365,4.0365,BE,2015-03-31,14,2015,2015-W14
179,2015-04-01 23:00:00+00:00,8.3365,1.4865,BE,2015-04-01,14,2015,2015-W14
180,2015-04-02 23:00:00+00:00,8.736501,-1.1635,BE,2015-04-02,14,2015,2015-W14
181,2015-04-03 23:00:00+00:00,8.2865,2.8865,BE,2015-04-03,14,2015,2015-W14
182,2015-04-04 23:00:00+00:00,9.5865,0.6365,BE,2015-04-04,14,2015,2015-W14
183,2015-04-05 23:00:00+00:00,9.3865,-0.8135,BE,2015-04-05,14,2015,2015-W14
184,2015-04-06 23:00:00+00:00,12.7865,-1.1635,BE,2015-04-06,15,2015,2015-W15
185,2015-04-07 23:00:00+00:00,12.8865,3.9365,BE,2015-04-07,15,2015,2015-W15
186,2015-04-08 23:00:00+00:00,17.536499,3.4365,BE,2015-04-08,15,2015,2015-W15
187,2015-04-09 23:00:00+00:00,20.3865,2.8865,BE,2015-04-09,15,2015,2015-W15
188,2015-04-10 23:00:00+00:00,14.236501,4.5365,BE,2015-04-10,15,2015,2015-W15
189,2015-04-11 23:00:00+00:00,15.5865,3.6865,BE,2015-04-11,15,2015,2015-W15
190,2015-04-12 23:00:00+00:00,12.8865,5.8364997,BE,2015-04-12,15,2015,2015-W15
191,2015-04-13 23:00:00+00:00,20.186499,5.3364997,BE,2015-04-13,16,2015,2015-W16
192,2015-04-14 23:00:00+00:00,22.8865,6.8364997,BE,2015-04-14,16,2015,2015-W16
193,2015-04-15 23:00:00+00:00,17.3365,6.6865,BE,2015-04-15,16,2015,2015-W16
194,2015-04-16 23:00:00+00:00,13.986501,6.2365,BE,2015-04-16,16,2015,2015-W16
195,2015-04-17 23:00:00+00:00,13.986501,3.1365,BE,2015-04-17,16,2015,2015-W16
196,2015-04-18 23:00:00+00:00,14.2865,2.6865,BE,2015-04-18,16,2015,2015-W16
197,2015-04-19 23:00:00+00:00,17.4865,4.3865,BE,2015-04-19,16,2015,2015-W16
198,2015-04-20 23:00:00+00:00,18.2365,4.1365,BE,2015-04-20,17,2015,2015-W17
199,2015-04-21 23:00:00+00:00,13.8865,3.8865,BE,2015-04-21,17,2015,2015-W17
200,2015-04-22 23:00:00+00:00,15.8365,3.4864998,BE,2015-04-22,17,2015,2015-W17
201,2015-04-23 23:00:00+00:00,20.786499,3.7865,BE,2015-04-23,17,2015,2015-W17
202,2015-04-24 23:00:00+00:00,16.5865,10.236501,BE,2015-04-24,17,2015,2015-W17
203,2015-04-25 23:00:00+00:00,16.0865,10.1365,BE,2015-04-25,17,2015,2015-W17
204,2015-04-26 23:00:00+00:00,12.236501,5.9865,BE,2015-04-26,17,2015,2015-W17
205,2015-04-27 23:00:00+00:00,11.5365,1.4865,BE,2015-04-27,18,2015,2015-W18
206,2015-04-28 23:00:00+00:00,13.236501,3.1365,BE,2015-04-28,18,2015,2015-W18
207,2015-04-29 23:00:00+00:00,13.0365,5.8865,BE,2015-04-29,18,2015,2015-W18
208,2015-04-30 23:00:00+00:00,13.186501,2.9365,BE,2015-04-30,18,2015,2015-W18
209,2015-05-01 23:00:00+00:00,15.186501,4.2865,BE,2015-05-01,18,2015,2015-W18
210,2015-05-02 23:00:00+00:00,15.186501,10.236501,BE,2015-05-02,18,2015,2015-W18
211,2015-05-03 23:00:00+00:00,17.8365,11.3365,BE,2015-05-03,18,2015,2015-W18
212,2015-05-04 23:00:00+00:00,19.0865,12.8365,BE,2015-05-04,19,2015,2015-W19
213,2015-05-05 23:00:00+00:00,15.686501,9.3865,BE,2015-05-05,19,2015,2015-W19
214,2015-05-06 23:00:00+00:00,15.236501,9.0865,BE,2015-05-06,19,2015,2015-W19
215,2015-05-07 23:00:00+00:00,18.286499,9.186501,BE,2015-05-07,19,2015,2015-W19
216,2015-05-08 23:00:00+00:00,16.6365,12.186501,BE,2015-05-08,19,2015,2015-W19
217,2015-05-09 23:00:00+00:00,18.3865,9.3365,BE,2015-05-09,19,2015,2015-W19
218,2015-05-10 23:00:00+00:00,24.286499,12.3365,BE,2015-05-10,19,2015,2015-W19
219,2015-05-11 23:00:00+00:00,18.286499,10.8865,BE,2015-05-11,20,2015,2015-W20
220,2015-05-12 23:00:00+00:00,18.0865,6.9865,BE,2015-05-12,20,2015,2015-W20
221,2015-05-13 23:00:00+00:00,15.6365,5.6865,BE,2015-05-13,20,2015,2015-W20
222,2015-05-14 23:00:00+00:00,14.986501,7.5365,BE,2015-05-14,20,2015,2015-W20
223,2015-05-15 23:00:00+00:00,14.936501,6.6865,BE,2015-05-15,20,2015,2015-W20
224,2015-05-16 23:00:00+00:00,17.186499,7.6365,BE,2015-05-16,20,2015,2015-W20
225,2015-05-17 23:00:00+00:00,17.036499,6.3865,BE,2015-05-17,20,2015,2015-W20
226,2015-05-18 23:00:00+00:00,14.236501,7.4365,BE,2015-05-18,21,2015,2015-W21
227,2015-05-19 23:00:00+00:00,13.6365,6.2865,BE,2015-05-19,21,2015,2015-W21
228,2015-05-20 23:00:00+00:00,16.5865,4.6365,BE,2015-05-20,21,2015,2015-W21
229,2015-05-21 23:00:00+00:00,18.436499,6.9365,BE,2015-05-21,21,2015,2015-W21
230,2015-05-22 23:00:00+00:00,18.186499,10.7865,BE,2015-05-22,21,2015,2015-W21
231,2015-05-23 23:00:00+00:00,18.6365,7.7365,BE,2015-05-23,21,2015,2015-W21
232,2015-05-24 23:00:00+00:00,16.536499,9.0365,BE,2015-05-24,21,2015,2015-W21
233,2015-05-25 23:00:00+00:00,15.7865,7.3865,BE,2015-05-25,22,2015,2015-W22
234,2015-05-26 23:00:00+00:00,18.2365,6.2365,BE,2015-05-26,22,2015,2015-W22
235,2015-05-27 23:00:00+00:00,17.1365,11.486501,BE,2015-05-27,22,2015,2015-W22
236,2015-05-28 23:00:00+00:00,15.736501,8.686501,BE,2015-05-28,22,2015,2015-W22
237,2015-05-29 23:00:00+00:00,15.486501,7.0864997,BE,2015-05-29,22,2015,2015-W22
238,2015-05-30 23:00:00+00:00,15.8865,9.0865,BE,2015-05-30,22,2015,2015-W22
239,2015-05-31 23:00:00+00:00,15.8865,8.686501,BE,2015-05-31,22,2015,2015-W22
240,2015-06-01 23:00:00+00:00,18.936499,11.686501,BE,2015-06-01,23,2015,2015-W23
241,2015-06-02 23:00:00+00:00,17.0865,12.686501,BE,2015-06-02,23,2015,2015-W23
242,2015-06-03 23:00:00+00:00,23.036499,9.6365,BE,2015-06-03,23,2015,2015-W23
243,2015-06-04 23:00:00+00:00,30.9865,14.236501,BE,2015-06-04,23,2015,2015-W23
244,2015-06-05 23:00:00+00:00,19.286499,12.5365,BE,2015-06-05,23,2015,2015-W23
245,2015-06-06 23:00:00+00:00,19.0865,8.3365,BE,2015-06-06,23,2015,2015-W23
246,2015-06-07 23:00:00+00:00,17.9865,8.186501,BE,2015-06-07,23,2015,2015-W23
247,2015-06-08 23:00:00+00:00,17.0865,8.686501,BE,2015-06-08,24,2015,2015-W24
248,2015-06-09 23:00:00+00:00,21.186499,8.7865,BE,2015-06-09,24,2015,2015-W24
249,2015-06-10 23:00:00+00:00,24.436499,13.1365,BE,2015-06-10,24,2015,2015-W24
250,2015-06-11 23:00:00+00:00,28.5865,15.686501,BE,2015-06-11,24,2015,2015-W24
251,2015-06-12 23:00:00+00:00,22.286499,14.8865,BE,2015-06-12,24,2015,2015-W24
252,2015-06-13 23:00:00+00:00,22.3365,10.8365,BE,2015-06-13,24,2015,2015-W24
253,2015-06-14 23:00:00+00:00,18.536499,12.7865,BE,2015-06-14,24,2015,2015-W24
254,2015-06-15 23:00:00+00:00,18.1365,8.936501,BE,2015-06-15,25,2015,2015-W25
255,2015-06-16 23:00:00+00:00,23.8865,7.8865,BE,2015-06-16,25,2015,2015-W25
256,2015-06-17 23:00:00+00:00,18.036499,11.936501,BE,2015-06-17,25,2015,2015-W25
257,2015-06-18 23:00:00+00:00,16.536499,11.736501,BE,2015-06-18,25,2015,2015-W25
258,2015-06-19 23:00:00+00:00,17.8865,12.236501,BE,2015-06-19,25,2015,2015-W25
259,2015-06-20 23:00:00+00:00,20.3365,12.3865,BE,2015-06-20,25,2015,2015-W25
260,2015-06-21 23:00:00+00:00,13.936501,9.986501,BE,2015-06-21,25,2015,2015-W25
261,2015-06-22 23:00:00+00:00,17.036499,9.7865,BE,2015-06-22,26,2015,2015-W26
262,2015-06-23 23:00:00+00:00,19.3865,8.5365,BE,2015-06-23,26,2015,2015-W26
263,2015-06-24 23:00:00+00:00,22.8865,13.236501,BE,2015-06-24,26,2015,2015-W26
264,2015-06-25 23:00:00+00:00,26.1365,14.7865,BE,2015-06-25,26,2015,2015-W26
265,2015-06-26 23:00:00+00:00,22.036499,14.986501,BE,2015-06-26,26,2015,2015-W26
266,2015-06-27 23:00:00+00:00,24.4865,10.986501,BE,2015-06-27,26,2015,2015-W26
267,2015-06-28 23:00:00+00:00,23.4865,13.686501,BE,2015-06-28,26,2015,2015-W26
268,2015-06-29 23:00:00+00:00,27.8365,12.3865,BE,2015-06-29,27,2015,2015-W27
269,2015-06-30 23:00:00+00:00,33.2365,17.686499,BE,2015-06-30,27,2015,2015-W27
270,2015-07-01 23:00:00+00:00,31.536499,20.3365,BE,2015-07-01,27,2015,2015-W27
271,2015-07-02 23:00:00+00:00,30.936499,17.5865,BE,2015-07-02,27,2015,2015-W27
272,2015-07-03 23:00:00+00:00,31.7365,21.286499,BE,2015-07-03,27,2015,2015-W27
273,2015-07-04 23:00:00+00:00,26.3865,17.5865,BE,2015-07-04,27,2015,2015-W27
274,2015-07-05 23:00:00+00:00,23.8365,13.5365,BE,2015-07-05,27,2015,2015-W27
275,2015-07-06 23:00:00+00:00,26.6365,16.4865,BE,2015-07-06,28,2015,2015-W28
276,2015-07-07 23:00:00+00:00,18.436499,13.736501,BE,2015-07-07,28,2015,2015-W28
