country;model_name;horizon;feature;importance
DK;ILI;1;month_sin;0,006225585616794549
DK;ILI;1;week_sin;0,016542761357757542
DK;ILI;1;week_cos;0,010146141271370479
DK;ILI;2;relative_humidity_2m;0,03759503038242153
DK;ILI;2;temperature_2m_max;0,017382011649279067
DK;ILI;2;temperature_2m_min;0,025438191974614447
DK;ILI;2;year;0,02703120304135841
DK;ILI;2;lag_value_1;0,2741893297776647
DK;ILI;2;lag_humidity_1;0,018496591511123824
DK;ILI;2;lag_temp_max_1;0,03226764715691208
DK;ILI;2;lag_temp_min_1;0,038624026129851455
DK;ILI;2;lag_value_2;0,14674404187461298
DK;ILI;2;lag_humidity_2;0,011044304712819735
DK;ILI;2;lag_temp_max_2;0,025719232463704722
DK;ILI;2;lag_temp_min_2;0,025751607139194336
DK;ILI;2;lag_value_3;0,1119355925598439
DK;ILI;2;lag_temp_max_3;0,025312865835759927
DK;ILI;2;lag_temp_min_3;0,029002953429257478
DK;ILI;2;lag_value_4;0,08377285855046909
DK;ILI;2;lag_temp_min_4;0,019136920382393383
DK;ILI;2;month_sin;0,009549010104980328
DK;ILI;2;week_sin;0,02277383838129982
DK;ILI;2;week_cos;0,01823274294243872
DK;ILI;3;relative_humidity_2m;0,03024430937225811
DK;ILI;3;temperature_2m_max;0,039692605719436294
DK;ILI;3;temperature_2m_min;0,03476931670396086
DK;ILI;3;year;0,0347956687772534
DK;ILI;3;lag_value_1;0,2451307438005931
DK;ILI;3;lag_humidity_1;0,01722489658356407
DK;ILI;3;lag_temp_max_1;0,04183066302779971
DK;ILI;3;lag_temp_min_1;0,03632697144620361
DK;ILI;3;lag_value_2;0,13522944544380572
DK;ILI;3;lag_humidity_2;0,016299434786301605
DK;ILI;3;lag_temp_max_2;0,03397393181788507
DK;ILI;3;lag_temp_min_2;0,02502539783707351
DK;ILI;3;lag_value_3;0,09276923789792327
DK;ILI;3;lag_temp_max_3;0,03218866333417872
DK;ILI;3;lag_temp_min_3;0,03125010095828383
DK;ILI;3;lag_value_4;0,07254874358281459
DK;ILI;3;lag_temp_min_4;0,018518436413867956
DK;ILI;3;month_sin;0,01151657814415447
DK;ILI;3;week_sin;0,02713712086810043
DK;ILI;3;week_cos;0,023527733484541628
DK;ILI;4;relative_humidity_2m;0,01947257325342427
DK;ILI;4;temperature_2m_max;0,05804784687080439
DK;ILI;4;temperature_2m_min;0,038516766578226135
DK;ILI;4;year;0,05519269601702515
DK;ILI;4;lag_value_1;0,21129517207847825
DK;ILI;4;lag_humidity_1;0,02317076434686487
DK;ILI;4;lag_temp_max_1;0,05248068124277175
DK;ILI;4;lag_temp_min_1;0,030228757374958105
DK;ILI;4;lag_value_2;0,11848283170237289
DK;ILI;4;lag_humidity_2;0,015995512350840613
DK;ILI;4;lag_temp_max_2;0,04087083066560802
DK;ILI;4;lag_temp_min_2;0,028325889417312976
DK;ILI;4;lag_value_3;0,08187548068857853
DK;ILI;4;lag_temp_max_3;0,03395929033096208
DK;ILI;4;lag_temp_min_3;0,022476382530298374
DK;ILI;4;lag_value_4;0,07128140032134764
DK;ILI;4;lag_temp_min_4;0,016687020125518173
DK;ILI;4;month_sin;0,01710353553697365
DK;ILI;4;week_sin;0,03196545425137359
DK;ILI;4;week_cos;0,032571114316260655
EE;ARI;1;relative_humidity_2m;0,011728730939706009
EE;ARI;1;temperature_2m_max;0,0721381986500819
EE;ARI;1;year;0,010574874945310845
EE;ARI;1;lag_value_1;0,2879676871179824
EE;ARI;1;lag_humidity_1;0,01369529423158033
EE;ARI;1;lag_temp_max_1;0,053685889078960124
EE;ARI;1;lag_value_2;0,20107189162858288
EE;ARI;1;lag_humidity_2;0,014529265260218572
EE;ARI;1;lag_temp_max_2;0,026055598196125008
EE;ARI;1;lag_value_3;0,0763394105997377
EE;ARI;1;lag_temp_max_3;0,03662505219624413
EE;ARI;1;lag_value_4;0,04122159509135545
EE;ARI;1;month_cos;0,03891484147942583
EE;ARI;1;week_cos;0,11545167058468894
EE;ARI;2;relative_humidity_2m;0,016369489542606135
EE;ARI;2;temperature_2m_max;0,06403749285128313
EE;ARI;2;year;0,016002496411736643
EE;ARI;2;lag_value_1;0,26599155762490817
EE;ARI;2;lag_humidity_1;0,018063179693184238
EE;ARI;2;lag_temp_max_1;0,047719244606826035
EE;ARI;2;lag_value_2;0,15415454901675643
EE;ARI;2;lag_humidity_2;0,01624713365668518
EE;ARI;2;lag_temp_max_2;0,04789833428770515
EE;ARI;2;lag_value_3;0,05893370173346207
EE;ARI;2;lag_temp_max_3;0,04596371525073021
EE;ARI;2;lag_value_4;0,035608782834393136
EE;ARI;2;month_cos;0,0687458266229704
EE;ARI;2;week_cos;0,14426449586675327
EE;ARI;3;relative_humidity_2m;0,027412061352403195
EE;ARI;3;temperature_2m_max;0,0691325461317117
EE;ARI;3;year;0,027719142987883857
EE;ARI;3;lag_value_1;0,2033411707321367
EE;ARI;3;lag_humidity_1;0,02136151031612069
EE;ARI;3;lag_temp_max_1;0,07321116927934154
EE;ARI;3;lag_value_2;0,1026920535168266
EE;ARI;3;lag_humidity_2;0,025964623011540136
EE;ARI;3;lag_temp_max_2;0,05417551300570095
EE;ARI;3;lag_value_3;0,040182776830873436
