country;model_name;horizon;feature;importance
EE;ILI;2;month_cos;0,07555202
EE;ILI;2;week_sin;0,0452813
EE;ILI;2;week_cos;0,1503408
EE;ILI;3;temperature_2m_max;0,030269515
EE;ILI;3;covid;0,036294524
EE;ILI;3;year;0,059603557
EE;ILI;3;lag_value_1;0,3702626
EE;ILI;3;lag_temp_max_1;0,07292504
EE;ILI;3;lag_value_2;0,06655816
EE;ILI;3;lag_temp_min_2;0,026228558
EE;ILI;3;lag_value_3;0,019823654
EE;ILI;3;month_sin;0,01960486
EE;ILI;3;month_cos;0,12703206
EE;ILI;3;week_sin;0,07113664
EE;ILI;3;week_cos;0,100260936
EE;ILI;4;temperature_2m_max;0,11475363
EE;ILI;4;covid;0,036352083
EE;ILI;4;year;0,07808208
EE;ILI;4;lag_value_1;0,3340801
EE;ILI;4;lag_temp_max_1;0,041666377
EE;ILI;4;lag_value_2;0,029419472
EE;ILI;4;lag_temp_min_2;0,026520219
EE;ILI;4;lag_value_3;0,017335732
EE;ILI;4;month_sin;0,04432649
EE;ILI;4;month_cos;0,13795093
EE;ILI;4;week_sin;0,08767736
EE;ILI;4;week_cos;0,051835567
ES;ARI;1;temperature_2m_max;0,027412064
ES;ARI;1;year;0,021684326
ES;ARI;1;lag_value_1;0,43952128
ES;ARI;1;lag_humidity_1;0,07237076
ES;ARI;1;lag_temp_max_1;0,05692558
ES;ARI;1;lag_temp_min_2;0,026212728
ES;ARI;1;lag_humidity_3;0,17833956
ES;ARI;1;lag_humidity_4;0,049894437
ES;ARI;1;lag_temp_min_4;0,04714982
ES;ARI;1;month_sin;0,013929561
ES;ARI;1;week_cos;0,06655985
ES;ARI;2;temperature_2m_max;0,07018593
ES;ARI;2;year;0,016657492
ES;ARI;2;lag_value_1;0,19108443
ES;ARI;2;lag_humidity_1;0,02477975
ES;ARI;2;lag_temp_max_1;0,042070374
ES;ARI;2;lag_temp_min_2;0,022858638
ES;ARI;2;lag_humidity_3;0,2049229
ES;ARI;2;lag_humidity_4;0,071169525
ES;ARI;2;lag_temp_min_4;0,096275784
ES;ARI;2;month_sin;0,025019545
ES;ARI;2;week_cos;0,23497562
ES;ARI;3;temperature_2m_max;0,08848591
ES;ARI;3;year;0,025361108
ES;ARI;3;lag_value_1;0,12821192
ES;ARI;3;lag_humidity_1;0,027066816
ES;ARI;3;lag_temp_max_1;0,08544885
ES;ARI;3;lag_temp_min_2;0,020342242
ES;ARI;3;lag_humidity_3;0,07511139
ES;ARI;3;lag_humidity_4;0,17511982
ES;ARI;3;lag_temp_min_4;0,019203288
ES;ARI;3;month_sin;0,018183133
ES;ARI;3;week_cos;0,33746547
ES;ARI;4;temperature_2m_max;0,08833383
ES;ARI;4;year;0,051953103
ES;ARI;4;lag_value_1;0,03150129
ES;ARI;4;lag_humidity_1;0,12831502
ES;ARI;4;lag_temp_max_1;0,096660905
ES;ARI;4;lag_temp_min_2;0,026443444
ES;ARI;4;lag_humidity_3;0,16082267
ES;ARI;4;lag_humidity_4;0,11978021
ES;ARI;4;lag_temp_min_4;0,084202334
ES;ARI;4;month_sin;0,01917847
ES;ARI;4;week_cos;0,1928087
FR;ARI;1;temperature_2m_max;0,012182099
FR;ARI;1;year;0,05947536
FR;ARI;1;lag_value_1;0,3708256
FR;ARI;1;lag_temp_max_1;0,16865182
FR;ARI;1;lag_value_2;0,028304478
FR;ARI;1;lag_value_3;0,052721158
FR;ARI;1;lag_temp_max_3;0,025389094
FR;ARI;1;lag_temp_min_3;0,029924095
FR;ARI;1;lag_value_4;0,056386076
FR;ARI;1;lag_humidity_4;0,015970001
FR;ARI;1;lag_temp_max_4;0,056661375
FR;ARI;1;lag_temp_min_4;0,01930835
FR;ARI;1;month_sin;0,053845126
FR;ARI;1;month_cos;0,03112926
FR;ARI;1;week_sin;0,019226134
FR;ARI;2;temperature_2m_max;0,048533686
FR;ARI;2;year;0,05037997
FR;ARI;2;lag_value_1;0,2164707
FR;ARI;2;lag_temp_max_1;0,10767641
FR;ARI;2;lag_value_2;0,034023724
FR;ARI;2;lag_value_3;0,08285991
FR;ARI;2;lag_temp_max_3;0,09057188
FR;ARI;2;lag_temp_min_3;0,046870463
FR;ARI;2;lag_value_4;0,08889552
FR;ARI;2;lag_humidity_4;0,028250104
FR;ARI;2;lag_temp_max_4;0,03389597
FR;ARI;2;lag_temp_min_4;0,046689328
FR;ARI;2;month_sin;0,063966244
FR;ARI;2;month_cos;0,04037689
FR;ARI;2;week_sin;0,020539066
FR;ARI;3;temperature_2m_max;0,049858652
FR;ARI;3;year;0,067229286
FR;ARI;3;lag_value_1;0,18062957
FR;ARI;3;lag_temp_max_1;0,05530685
FR;ARI;3;lag_value_2;0,06010698
FR;ARI;3;lag_value_3;0,061554622
FR;ARI;3;lag_temp_max_3;0,06498776
FR;ARI;3;lag_temp_min_3;0,06888995
FR;ARI;3;lag_value_4;0,10243847
FR;ARI;3;lag_humidity_4;0,017447125
FR;ARI;3;lag_temp_max_4;0,044271342
FR;ARI;3;lag_temp_min_4;0,06489167
FR;ARI;3;month_sin;0,05686653
FR;ARI;3;month_cos;0,06980816
FR;ARI;3;week_sin;0,035713095
FR;ARI;4;temperature_2m_max;0,047056943
FR;ARI;4;year;0,11589105
FR;ARI;4;lag_value_1;0,10733669
FR;ARI;4;lag_temp_max_1;0,014168691
FR;ARI;4;lag_value_2;0,124306045
FR;ARI;4;lag_value_3;0,059674885
FR;ARI;4;lag_temp_max_3;0,07303956
FR;ARI;4;lag_temp_min_3;0,030969158
FR;ARI;4;lag_value_4;0,038047396
FR;ARI;4;lag_humidity_4;0,050771914
FR;ARI;4;lag_temp_max_4;0,09298393
FR;ARI;4;lag_temp_min_4;0,028065931
FR;ARI;4;month_sin;0,042740077
FR;ARI;4;month_cos;0,14053708
FR;ARI;4;week_sin;0,03441065
FR;ILI;1;temperature_2m_max;0,058439218
FR;ILI;1;covid;0,096881665
FR;ILI;1;year;0,0855604
FR;ILI;1;lag_value_1;0,3250653
