location,model,prediction_window,mae,rmse
LV,naive,4_week,0.22232824980892568,317.34767027840866
BE,seasonal_naive,1_week,0.2152953507069219,266.3120214048992
BE,seasonal_naive,2_week,0.29045490984841055,391.1272607907279
BE,seasonal_naive,3_week,0.3102132245496145,408.1889705767082
BE,seasonal_naive,4_week,0.34547195060596764,412.4662434638864
BE,naive,1_week,0.14965822895509706,189.33005850136925
BE,naive,2_week,0.202679441501579,257.808610562975
BE,naive,3_week,0.24202120617341205,308.30099351797077
BE,naive,4_week,0.3033767260121416,357.933802417996
LT,seasonal_naive,1_week,0.27618340431206534,345.270100712449
LT,seasonal_naive,2_week,0.38657264136331454,452.5586386177986
LT,seasonal_naive,3_week,0.36269110819964784,440.7602803873369
LT,seasonal_naive,4_week,0.34233700751290164,399.4198152528807
LT,naive,1_week,0.13240794429881572,165.09501758922877
LT,naive,2_week,0.2078371061630323,237.2000427291607
LT,naive,3_week,0.2506223368888031,287.87060965438116
LT,naive,4_week,0.2881090731193069,331.10190225721414
DE,seasonal_naive,1_week,0.212326312988712,357.2885239466195
DE,seasonal_naive,2_week,0.3765672328690264,632.7788878586244
DE,seasonal_naive,3_week,0.39568046467733925,653.1711292737477
DE,seasonal_naive,4_week,0.39775681579944033,647.0626326530922
DE,naive,1_week,0.13921865124213648,272.22876360098746
DE,naive,2_week,0.19368085593760076,351.0505076840363
DE,naive,3_week,0.23718604154112954,395.7614401568608
DE,naive,4_week,0.2851272844273669,456.65595898067465
FR,seasonal_naive,1_week,0.2244928545244846,90.16229267394144
FR,seasonal_naive,2_week,0.4815744862090831,129.62702450328962
FR,seasonal_naive,3_week,0.5073822007739087,126.93466045004132
FR,seasonal_naive,4_week,0.5119813669530348,116.7227722427733
FR,naive,1_week,0.14982043421304328,46.21632899784407
FR,naive,2_week,0.27617942957953845,79.04537912065966
FR,naive,3_week,0.3906231836299237,108.1132692073095
FR,naive,4_week,0.489536771208598,128.71513917191095
ES,seasonal_naive,1_week,0.40066002841270637,247.55273776164927
ES,seasonal_naive,2_week,0.39868026873468704,244.14924518763675
ES,seasonal_naive,3_week,0.4321554829852669,259.22814429683467
ES,seasonal_naive,4_week,0.47212905380358144,276.6659449167837
ES,naive,1_week,0.09744123427791056,71.06211666468242
ES,naive,2_week,0.13664659519378242,103.15680704493342
ES,naive,3_week,0.18738919254097725,134.0596463604955
ES,naive,4_week,0.24288095448566627,161.90436905147706
HU,seasonal_naive,1_week,0.10952054095229294,259.0734426529588
HU,seasonal_naive,2_week,0.39420597232295523,863.0402755559171
HU,seasonal_naive,3_week,0.44040166675436654,927.7260610898034
HU,seasonal_naive,4_week,0.45480810900226404,911.2696319381049
HU,naive,1_week,0.15210992604570178,382.0175815950226
HU,naive,2_week,0.2528791272569574,590.9382081704999
HU,naive,3_week,0.32137340630850936,722.6222706264851
HU,naive,4_week,0.33845082036984203,798.8155315019916
