location,model,prediction_window,mae,rmse
CZ,seasonal_naive,1_week,0.16886983740645073,219.34536285917923
CZ,seasonal_naive,2_week,0.2592706284312536,295.2270785583093
CZ,seasonal_naive,3_week,0.2767882063943141,301.8235609244859
CZ,seasonal_naive,4_week,0.2834376994052958,287.12767046522185
CZ,naive,1_week,0.09685045031417185,131.79996840333789
CZ,naive,2_week,0.1553453000883687,191.08115842954044
CZ,naive,3_week,0.20473091767988735,239.11072796982452
CZ,naive,4_week,0.24437465164379849,280.8331082659533
SI,seasonal_naive,1_week,0.223235640755907,460.3219997147926
SI,seasonal_naive,2_week,0.2980350706178559,542.3491701612311
SI,seasonal_naive,3_week,0.3037082014109879,554.0768378252587
SI,seasonal_naive,4_week,0.31039714383611455,553.2467122955753
SI,naive,1_week,0.17371347281536015,305.32793577636966
SI,naive,2_week,0.24308157534143357,422.37707202808315
SI,naive,3_week,0.28350066727443607,522.434302104547
SI,naive,4_week,0.3246065188310034,595.1485626783937
LU,seasonal_naive,1_week,0.24527234768027967,5349.572368732092
LU,seasonal_naive,2_week,0.3153363468364062,7005.355094497352
LU,seasonal_naive,3_week,0.2985610193857041,7077.551775185737
LU,seasonal_naive,4_week,0.3101696297543541,6579.306401686482
LU,naive,1_week,0.2642911528443576,5758.406488171781
LU,naive,2_week,0.28205259469547356,6950.705553561285
LU,naive,3_week,0.30074869110301766,6595.051620901306
LU,naive,4_week,0.32285020747844145,6924.146156747415
EE,seasonal_naive,1_week,0.32177879033682716,86.12795395387334
EE,seasonal_naive,2_week,0.5273135562379287,134.59953758427375
EE,seasonal_naive,3_week,0.581778791867119,136.98065437728073
EE,seasonal_naive,4_week,0.6197476326603688,133.67990571640104
EE,naive,1_week,0.16524112721543524,55.10080848760807
EE,naive,2_week,0.2322786799757364,76.33921632437988
EE,naive,3_week,0.2910694773801041,95.04855244605099
EE,naive,4_week,0.3396303219411778,112.33543849592326
BG,seasonal_naive,1_week,0.21709131011144667,166.58459220892544
BG,seasonal_naive,2_week,0.42164931911399056,417.92970759616617
BG,seasonal_naive,3_week,0.45470111573461597,443.0331601625901
BG,seasonal_naive,4_week,0.5199791499987438,461.9613840168074
BG,naive,1_week,0.14896339778581466,180.730087514299
BG,naive,2_week,0.2223489414116756,267.27694940501806
BG,naive,3_week,0.26350462182566703,317.1637697854812
BG,naive,4_week,0.315887839349328,374.7088681471583
RO,seasonal_naive,1_week,0.19723078286292153,159.7265756480491
RO,seasonal_naive,2_week,0.25133634087419715,240.97347528579576
RO,seasonal_naive,3_week,0.2808349535243141,255.91676103479176
RO,seasonal_naive,4_week,0.2953675093197942,263.3353182230945
RO,naive,1_week,0.1556222218064277,137.56369710673093
RO,naive,2_week,0.21494914427492118,199.79925481995946
RO,naive,3_week,0.23551754085622495,218.7987419677512
RO,naive,4_week,0.24697010438441933,225.87200716772358
LV,seasonal_naive,1_week,0.7137943404312321,895.1681230080482
LV,seasonal_naive,2_week,0.7351808268676756,942.2105828531298
LV,seasonal_naive,3_week,0.7396926794717535,952.4756601923132
LV,seasonal_naive,4_week,0.7729173177082851,973.5726597795109
LV,naive,1_week,0.10091120352862339,169.2257647434335
LV,naive,2_week,0.147065971969883,221.71208153215008
LV,naive,3_week,0.18896867540876686,276.4043726105318
