location;year_week;value;relative_humidity_2m;temperature_2m_max;temperature_2m_min;covid;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks
EE;2023-W41;198,3;79,180916;10,9728565;6,0942855;1;236,0;236,0;236,0;236,0
EE;2023-W42;145,1;77,90788;5,43;2,0942857;1;198,3000030517578;198,3000030517578;198,3000030517578;198,3000030517578
EE;2023-W43;194,8;80,34454;2,4228573;-0,9485714;1;145,10000610351562;145,10000610351562;145,10000610351562;145,10000610351562
EE;2023-W44;220,6;88,45571;8,208571;3,6800003;1;194,8000030517578;194,8000030517578;194,8000030517578;194,8000030517578
EE;2023-W45;295,3;97,0066;6,6514287;3,7585714;1;220,60000610351562;220,60000610351562;220,60000610351562;220,60000610351562
EE;2023-W46;309,0;85,60587;0,3228571;-2,5271428;1;295,29998779296875;295,29998779296875;295,29998779296875;295,29998779296875
EE;2023-W47;300,4;85,78447;-1,0199999;-7,062857;1;309,0;309,0;309,0;309,0
EE;2023-W48;345,1;88,26813;-2,4271429;-5,577143;1;300,3999938964844;300,3999938964844;300,3999938964844;300,3999938964844
EE;2023-W49;339,9;87,63959;-6,6914287;-10,841429;1;345,1000061035156;345,1000061035156;345,1000061035156;345,1000061035156
EE;2023-W50;395,7;91,60234;0,5228571;-2,7342856;1;339,8999938964844;339,8999938964844;339,8999938964844;339,8999938964844
EE;2023-W51;325,3;91,6759;1,3228571;-1,5699999;1;395,70001220703125;395,70001220703125;395,70001220703125;395,70001220703125
EE;2023-W52;306,4;91,28304;-0,62624997;-4,77;1;325,29998779296875;325,29998779296875;325,29998779296875;325,29998779296875
EE;2024-W01;352,8;78,73084;-11,055715;-16,612858;1;306,3999938964844;306,3999938964844;306,3999938964844;306,3999938964844
EE;2024-W02;312,4;86,31749;-2,8271427;-7,8414283;1;352,79998779296875;352,79998779296875;352,79998779296875;352,79998779296875
EE;2024-W03;295,3;84,07478;-3,8771427;-12,105714;1;312,3999938964844;312,3999938964844;312,3999938964844;312,3999938964844
EE;2024-W04;288,4;91,71452;0,91571426;-1,9271429;1;295,29998779296875;295,29998779296875;295,29998779296875;295,29998779296875
EE;2024-W05;318,4;87,40913;1,4799999;-0,8128571;1;288,3999938964844;288,3999938964844;288,3999938964844;288,3999938964844
EE;2024-W06;293,6;81,30206;-5,977143;-10,798571;1;318,3999938964844;318,3999938964844;318,3999938964844;318,3999938964844
EE;2024-W07;289,3;89,466774;1,637143;-3,3700001;1;293,6000061035156;293,6000061035156;293,6000061035156;293,6000061035156
EE;2024-W08;302,1;85,78707;4,3228574;-0,50571436;1;289,29998779296875;289,29998779296875;289,29998779296875;289,29998779296875
EE;2024-W09;271,2;91,62284;4,794286;-1,162857;1;302,1000061035156;302,1000061035156;302,1000061035156;302,1000061035156
EE;2024-W10;231,8;82,40016;2,0442858;-4,5271425;1;271,20001220703125;271,20001220703125;271,20001220703125;271,20001220703125
EE;2024-W11;178,5;81,751465;5,544286;0,3371428;1;231,8000030517578;231,8000030517578;231,8000030517578;231,8000030517578
EE;2024-W12;218,0;86,874016;4,122857;-0,47714287;1;178,5;178,5;178,5;178,5
EE;2024-W13;212,0;81,88288;11,63;1,9371427;1;218,0;218,0;218,0;218,0
EE;2024-W14;219,7;83,10323;5,144286;-1,0057142;1;212,0;212,0;212,0;212,0
EE;2024-W15;206,9;82,191956;12,208571;5,001428;1;219,6999969482422;219,6999969482422;219,6999969482422;219,6999969482422
EE;2024-W16;212,0;78,1828;3,4014285;-1,2342857;1;206,89999389648438;206,89999389648438;206,89999389648438;206,89999389648438
EE;2024-W17;214,6;82,30516;9,872857;1,1514285;1;212,0;212,0;212,0;212,0
EE;2024-W18;210,3;66,036285;13,958571;4,265714;1;214,60000610351562;214,60000610351562;214,60000610351562;214,60000610351562
EE;2024-W19;169,1;62,842793;10,58;3,4657142;1;210,3000030517578;210,3000030517578;210,3000030517578;210,3000030517578
EE;2024-W20;148,5;63,01598;20,137142;8,522857;1;169,10000610351562;169,10000610351562;169,10000610351562;169,10000610351562
EE;2024-W22;117,6;69,980095;25,115713;14,88;0;148,5;148,5;148,5;148,5
EE;2024-W23;136,5;74,83732;18,644285;10,63;0;117,5999984741211;117,5999984741211;117,5999984741211;117,5999984741211
EE;2024-W24;141,6;74,73027;18,787142;10,365714;0;136,5;136,5;136,5;136,5
EE;2024-W28;102,1;75,494026;23,215714;14,808571;0;141,60000610351562;141,60000610351562;141,60000610351562;141,60000610351562
EE;2024-W29;85,0;78,73136;23,301428;15,872857;0;102,0999984741211;102,0999984741211;102,0999984741211;102,0999984741211
EE;2024-W30;88,4;82,58109;23,45143;16,751429;0;85,0;85,0;85,0;85,0
EE;2024-W31;94,4;81,85289;20,529999;15,28;0;88,4000015258789;88,4000015258789;88,4000015258789;88,4000015258789
EE;2024-W32;98,7;82,16266;20,644285;14,008571;0;94,4000015258789;94,4000015258789;94,4000015258789;94,4000015258789
EE;2024-W35;113,3;78,80333;21,929998;13,03;0;98,69999694824219;98,69999694824219;98,69999694824219;98,69999694824219
EE;2024-W36;157,9;79,34089;24,101427;13,687142;0;113,30000305175781;113,30000305175781;113,30000305175781;113,30000305175781
EE;2024-W37;214,6;80,93239;20,179998;14,7371435;0;157,89999389648438;157,89999389648438;157,89999389648438;157,89999389648438
EE;2024-W38;230,0;83,71159;17,372858;10,28;0;214,60000610351562;214,60000610351562;214,60000610351562;214,60000610351562
EE;2024-W39;236,0;82,504845;15,651428;10,451429;0;230,0;230,0;230,0;230,0
