value;relative_humidity_2m;temperature_2m_max;temperature_2m_min;covid;year;lag_value_1;lag_humidity_1;lag_temp_max_1;lag_temp_min_1;lag_value_2;lag_humidity_2;lag_temp_max_2;lag_temp_min_2;lag_value_3;lag_humidity_3;lag_temp_max_3;lag_temp_min_3;lag_value_4;lag_humidity_4;lag_temp_max_4;lag_temp_min_4;month_sin;month_cos;week_sin;week_cos;week_mas_1;week_mas_2;week_mas_3;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks
632,2;57,151237;22,582857;9,761429;1;2023;512,9;58,069057;23,254286;9,854285;429,4;55,275703;23,49;12,247142;310,5;68,163025;27,182858;15,139999;252,9;63,226624;26,732859;14,825714;-0,8660254037844386;0,5000000000000001;-0,9709418174260521;0,23931566428755738;625,5;581,4;748,1;574,7635;617,8596;583,7997;715,6531
625,5;65,60366;21,618572;8,218572;1;2023;632,2;57,151237;22,582857;9,761429;512,9;58,069057;23,254286;9,854285;429,4;55,275703;23,49;12,247142;310,5;68,163025;27,182858;15,139999;-0,8660254037844386;0,5000000000000001;-0,9350162426854148;0,35460488704253557;581,4;748,1;852,4;641,8781;626,1108;775,52814;972,5253
581,4;63,836773;23,697144;11,475715;1;2023;625,5;65,60366;21,618572;8,218572;632,2;57,151237;22,582857;9,761429;512,9;58,069057;23,254286;9,854285;429,4;55,275703;23,49;12,247142;-0,8660254037844386;0,5000000000000001;-0,8854560256532101;0,464723172043768;748,1;852,4;874,1;608,71277;758,42377;942,9241;1004,55365
748,1;74,142334;18,46857;8,025714;1;2023;581,4;63,836773;23,697144;11,475715;625,5;65,60366;21,618572;8,218572;632,2;57,151237;22,582857;9,761429;512,9;58,069057;23,254286;9,854285;-0,5000000000000004;0,8660254037844384;-0,822983865893657;0,5680647467311548;852,4;874,1;1011,8;730,61835;1011,9114;1035,8759;1040,4114
852,4;75,760185;13,182857;4,3828573;1;2023;748,1;74,142334;18,46857;8,025714;581,4;63,836773;23,697144;11,475715;625,5;65,60366;21,618572;8,218572;632,2;57,151237;22,582857;9,761429;-0,5000000000000004;0,8660254037844384;-0,7485107481711011;0,6631226582407952;874,1;1011,8;996,8;940,65314;989,9915;1042,7692;1059,7994
874,1;72,59676;12,190001;2,897143;1;2023;852,4;75,760185;13,182857;4,3828573;748,1;74,142334;18,46857;8,025714;581,4;63,836773;23,697144;11,475715;625,5;65,60366;21,618572;8,218572;-0,5000000000000004;0,8660254037844384;-0,6631226582407955;0,7485107481711007;1011,8;996,8;1030,0;870,46594;927,1464;986,5169;1019,88196
1011,8;82,309685;7,897143;1,0614287;1;2023;874,1;72,59676;12,190001;2,897143;852,4;75,760185;13,182857;4,3828573;748,1;74,142334;18,46857;8,025714;581,4;63,836773;23,697144;11,475715;-0,5000000000000004;0,8660254037844384;-0,5680647467311559;0,8229838658936564;996,8;1030,0;1212,9;885,83716;888,96;946,44037;938,068
996,8;80,94165;7,5685716;-1,0885714;1;2023;1011,8;82,309685;7,897143;1,0614287;874,1;72,59676;12,190001;2,897143;852,4;75,760185;13,182857;4,3828573;748,1;74,142334;18,46857;8,025714;-2,4492935982947064e-16;1,0;-0,4647231720437684;0,88545602565321;1030,0;1212,9;1033,2;1013,5191;974,4434;966,9445;932,89526
1030,0;83,951904;4,747143;-0,66714287;1;2023;996,8;80,94165;7,5685716;-1,0885714;1011,8;82,309685;7,897143;1,0614287;874,1;72,59676;12,190001;2,897143;852,4;75,760185;13,182857;4,3828573;-2,4492935982947064e-16;1,0;-0,35460488704253595;0,9350162426854147;1212,9;1033,2;498,2;1017,27814;1001,40643;949,1073;515,0214
1212,9;81,65342;7,997143;-0,25285712;1;2023;1030,0;83,951904;4,747143;-0,66714287;996,8;80,94165;7,5685716;-1,0885714;1011,8;82,309685;7,897143;1,0614287;874,1;72,59676;12,190001;2,897143;-2,4492935982947064e-16;1,0;-0,2393156642875578;0,970941817426052;1033,2;498,2;1178,5;1083,4893;1012,9256;484,4249;707,4429
