;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;11,526076;12,61348;10,6787195;8,238955;3,3
1;11,526073;12,613475;10,6786995;8,238965;1,1
2;11,526059;12,613465;10,678705;8,238964;0,0
3;11,526066;12,613467;10,678696;8,238968;2,2
4;11,526064;12,613474;10,678714;8,238976;1,1
5;11,526046;12,6134615;10,678706;8,238984;2,4
6;11,526044;12,6134615;10,678699;8,2389965;4,4
7;11,526014;12,613447;10,678706;8,239008;2,3
8;11,525997;12,613446;10,678706;8,239024;3,4
9;11,525995;12,613446;10,678693;8,239037;3,5
10;11,52596;12,6134205;10,678687;8,239051;0,0
11;11,525925;12,613405;10,678702;8,2390585;6,7
12;11,525898;12,613406;10,678719;8,239075;11,7
13;11,525897;12,613407;10,678712;8,239083;26,6
14;11,525896;12,613401;10,678695;8,239093;30,600002
15;11,525896;12,6134;10,67868;8,239101;16,9
16;11,525884;12,613398;10,678727;8,239099;46,4
17;11,525861;12,613389;10,678696;8,239118;99,6
18;11,525839;12,613381;10,678716;8,239124;125,6
19;11,525824;12,613366;10,678708;8,239129;147,3
20;11,52579;12,613363;10,678745;8,239122;129,1
21;11,525814;12,613373;10,678745;8,239123;124,0
22;11,525817;12,613375;10,678732;8,239122;70,3
23;11,525805;12,613376;10,678761;8,239113;50,8
24;11,525838;12,613389;10,678759;8,239104;11,8
25;11,525797;12,613366;10,678772;8,239107;15,5
26;11,525837;12,613389;10,6787615;8,239098;3,5
27;11,525838;12,613382;10,678776;8,239085;3,4
28;11,525857;12,613392;10,678752;8,239078;1,1
29;11,525877;12,6133995;10,678754;8,2390785;2,2
30;11,525894;12,613396;10,678738;8,239073;0,0
31;11,525882;12,6134;10,678749;8,239055;1,4
32;11,525913;12,613423;10,678794;8,239026;0,0
33;11,525917;12,613416;10,678767;8,239029;3,6999998
34;11,525931;12,613425;10,678776;8,239015;1,2
35;11,525958;12,613429;10,678757;8,239;4,6
36;11,525976;12,613434;10,678771;8,238986;1,2
37;11,52598;12,613436;10,678768;8,238987;1,2
38;11,526008;12,613456;10,678767;8,238973;2,4
39;11,525997;12,61345;10,678778;8,238959;0,0
40;11,526033;12,613467;10,678773;8,238953;0,0
41;11,526026;12,613456;10,678775;8,238951;0,0
42;11,526051;12,613468;10,678761;8,238945;0,0
43;11,526065;12,613473;10,678755;8,23894;0,0
44;11,526067;12,61348;10,67875;8,238936;0,0
45;11,526073;12,613478;10,678748;8,238938;0,0
46;11,526087;12,613485;10,678735;8,238933;0,0
47;11,526081;12,61348;10,678733;8,2389345;0,0
48;11,526094;12,61349;10,678731;8,23893;0,0
49;11,526087;12,613483;10,678724;8,238931;0,0
50;11,526103;12,613492;10,678729;8,2389345;0,0
51;11,526079;12,613472;10,6787195;8,238943;0,0
52;11,526087;12,613482;10,678716;8,23895;0,0
