;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;12,911088;12,935626;19,995384;15,111605;7,1000004
1;12,911089;12,935626;19,995382;15,111602;12,7
2;12,911086;12,935626;19,99538;15,111605;8,6
3;12,911086;12,93562;19,99538;15,111602;8,6
4;12,911086;12,93562;19,99538;15,111605;6,2
5;12,911091;12,935629;19,995384;15,111604;7,2999997
6;12,911088;12,935625;19,995386;15,111605;8,2
7;12,911088;12,935623;19,99538;15,111602;9,2
8;12,911085;12,935623;19,995377;15,111605;10,8
9;12,911085;12,935623;19,995382;15,111605;8,7
10;12,911089;12,935628;19,995384;15,111605;7,5
11;12,911088;12,935625;19,995386;15,111604;15,9
12;12,911083;12,935623;19,99538;15,111605;15,0
13;12,911086;12,935625;19,995377;15,111605;22,5
14;12,911083;12,935625;19,995375;15,111605;14,9
15;12,911082;12,93562;19,995378;15,111605;27,999998
16;12,911082;12,935625;19,995373;15,111605;31,7
17;12,911083;12,935622;19,995373;15,111607;28,800001
18;12,91108;12,93562;19,995375;15,111602;29,400002
19;12,911079;12,935619;19,995375;15,111605;23,1
20;12,91108;12,935619;19,995375;15,111602;17,1
21;12,91108;12,93562;19,995375;15,111605;13,1
22;12,91108;12,935619;19,995373;15,111605;14,599999
23;12,9110775;12,9356165;19,995373;15,111605;10,1
24;12,911079;12,935617;19,99537;15,111604;12,3
25;12,911079;12,935617;19,995375;15,111602;8,4
26;12,91108;12,93562;19,99537;15,111605;5,9000006
27;12,911082;12,935623;19,99537;15,111605;6,0
28;12,911083;12,935623;19,995375;15,111605;6,0
29;12,91108;12,935623;19,99537;15,111605;4,5
30;12,911079;12,93562;19,99537;15,111608;4,2
31;12,91108;12,93562;19,995377;15,111608;6,5
32;12,911074;12,935615;19,99537;15,111605;5,9000006
33;12,911079;12,935619;19,99537;15,111605;4,0
34;12,911079;12,935619;19,99537;15,111608;4,6
35;12,911079;12,935615;19,995373;15,111604;2,4
36;12,9110775;12,935615;19,99537;15,111605;1,0
37;12,9110775;12,935615;19,99537;15,111605;1,6
38;12,91108;12,9356165;19,995373;15,111607;3,4
39;12,911082;12,9356165;19,995375;15,111605;4,3
40;12,91108;12,935617;19,995377;15,111605;2,8
41;12,91108;12,935617;19,995375;15,111605;2,8
42;12,911083;12,935623;19,995375;15,111608;3,0
43;12,911085;12,935625;19,995378;15,111605;1,8000001
44;12,911082;12,93562;19,995375;15,111605;2,0
45;12,91108;12,935619;19,995375;15,111608;0,6
46;12,911082;12,935617;19,995377;15,111605;1,2
47;12,911083;12,93562;19,995377;15,111605;3,0
48;12,911082;12,935622;19,995373;15,111605;1,4
49;12,911083;12,93562;19,995375;15,111604;1,4
50;12,911085;12,935623;19,995377;15,111605;2,4
51;12,911086;12,935626;19,995378;15,111605;2,8
52;12,911082;12,93562;19,995377;15,111605;4,3
