;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;1009,36206;1040,0546;997,93494;981,5316;979,30005
1;1009,36255;1040,0555;997,935;981,53156;1233,6
2;1009,36115;1040,0542;997,93414;981,531;1258,3
3;1009,3601;1040,0533;997,9339;981,5305;1182,7
4;1009,35956;1040,0529;997,9343;981,5304;1291,1
5;1009,35974;1040,0529;997,93494;981,53046;1118,2
6;1009,3609;1040,0538;997,9342;981,5301;990,6
7;1009,35974;1040,0529;997,9325;981,52893;1532,3002
8;1009,35876;1040,0529;997,9319;981,5281;1222,1
9;1009,3587;1040,0531;997,9315;981,5276;1313,0
10;1009,3585;1040,0538;997,93036;981,5266;1534,4001
11;1009,3572;1040,0526;997,928;981,5255;1715,6998
12;1009,35583;1040,0518;997,9288;981,52527;1668,5
13;1009,355;1040,0509;997,9288;981,5249;1765,8
14;1009,35443;1040,0502;997,9285;981,5248;1505,9
15;1009,3561;1040,0525;997,9288;981,52454;1185,9
16;1009,3536;1040,0488;997,92664;981,52374;1298,4
17;1009,3541;1040,0507;997,9256;981,52264;1462,0001
18;1009,3532;1040,05;997,92505;981,5221;1789,7001
19;1009,3531;1040,0505;997,9258;981,5221;2020,9999
20;1009,3526;1040,0502;997,9239;981,52136;1575,0
21;1009,352;1040,05;997,92413;981,52106;1288,3
22;1009,35187;1040,0496;997,9239;981,52106;1502,8
23;1009,352;1040,0502;997,9231;981,5207;1160,4
24;1009,3512;1040,0488;997,92303;981,52075;1178,4
25;1009,35114;1040,0492;997,9231;981,5207;1015,0
26;1009,35114;1040,0494;997,92236;981,5205;1064,9
27;1009,3498;1040,0476;997,9229;981,5208;1169,2
28;1009,35034;1040,0485;997,9223;981,5207;942,6
29;1009,3513;1040,0496;997,9245;981,5215;888,3
30;1009,3528;1040,0499;997,9242;981,5221;844,4
31;1009,3531;1040,0503;997,92365;981,52216;945,4
32;1009,35254;1040,0498;997,9247;981,5226;892,2
33;1009,3539;1040,051;997,926;981,5238;759,5
34;1009,3555;1040,0518;997,92584;981,52423;791,5
35;1009,3556;1040,052;997,92596;981,5246;873,5
36;1009,35455;1040,0503;997,92664;981,52515;765,1
37;1009,3558;1040,0514;997,9279;981,5261;841,9
38;1009,3564;1040,0509;997,92926;981,52716;806,49994
39;1009,3579;1040,0527;997,9299;981,5277;892,4
40;1009,35815;1040,0522;997,9312;981,5286;822,2
41;1009,35986;1040,0538;997,93097;981,52893;641,3
42;1009,36053;1040,054;997,93335;981,5303;620,5
43;1009,3623;1040,055;997,9344;981,53125;555,0
44;1009,3628;1040,0552;997,93475;981,5318;367,6
45;1009,3634;1040,0552;997,9347;981,5322;343,6
46;1009,3635;1040,0558;997,9357;981,53253;419,6
47;1009,3639;1040,0558;997,93646;981,53314;307,9
48;1009,3636;1040,055;997,936;981,5331;394,7
49;1009,3642;1040,0563;997,9362;981,5329;417,6
50;1009,363;1040,0547;997,93555;981,5328;713,6
51;1009,36285;1040,0553;997,93567;981,5322;927,00006
52;1009,36176;1040,054;997,9347;981,5318;993,0
