;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;227,72694;308,40305;121,96815;180,86464;167,2
1;227,72504;308,37106;121,95746;180,84113;164,9
2;227,7335;308,35193;121,98121;180,85039;176,7
3;227,72331;308,32382;121,97197;180,82957;168,0
4;227,73087;308,31583;121,97033;180,8242;179,6
5;227,72923;308,29758;121,98199;180,8251;135,6
6;227,72758;308,28424;121,975006;180,81557;173,7
7;227,728;308,26175;121,96834;180,80443;209,2
8;227,72897;308,2491;121,98269;180,81421;206,9
9;227,72868;308,23413;121,98413;180,8176;252,5
10;227,73317;308,21228;122,02114;180,8486;276,3
11;227,73029;308,1945;122,059326;180,881;296,7
12;227,7224;308,20734;122,10198;180,92625;466,9
13;227,71964;308,2737;122,12827;180,9829;533,4
14;227,70589;308,2769;122,11095;180,9835;191,8
15;227,71262;308,29413;122,15562;181,03525;264,1
16;227,70425;308,3183;122,17279;181,06732;366,0
17;227,7033;308,3944;122,23538;181,15175;395,9
18;227,69025;308,52094;122,27613;181,2438;787,6
19;227,67517;308,57278;122,24384;181,25548;732,3
20;227,67914;308,59094;122,24898;181,27766;701,2
21;227,67656;308,5915;122,21822;181,26369;350,4
22;227,68468;308,6174;122,26934;181,31845;416,2
23;227,67915;308,70444;122,2899;181,375;287,1
24;227,6701;308,7635;122,29412;181,40901;154,0
25;227,66934;308,8064;122,27822;181,41968;191,4
26;227,66629;308,80325;122,23788;181,39189;93,9
27;227,67494;308,79227;122,21813;181,37263;118,1
28;227,67729;308,7929;122,20796;181,36183;120,6
29;227,68077;308,79947;122,18372;181,34276;72,0
30;227,68379;308,7909;122,16479;181,31978;67,3
31;227,68977;308,80286;122,1648;181,31908;25,7
32;227,69183;308,81122;122,15158;181,30939;44,1
33;227,69397;308,77692;122,11545;181,26608;23,9
34;227,69958;308,71176;122,09068;181,21457;38,6
35;227,70918;308,6723;122,08321;181,18259;64,4
36;227,71388;308,6588;122,086555;181,16669;27,5
37;227,7129;308,6845;122,09737;181,1734;56,6
38;227,71107;308,73306;122,11829;181,19917;68,8
39;227,7071;308,78528;122,123665;181,21979;95,99999
40;227,7015;308,78177;122,09683;181,19499;103,7
41;227,7032;308,75766;122,07346;181,16423;116,3
42;227,70625;308,7489;122,08082;181,16103;66,5
43;227,70023;308,74518;122,09112;181,16371;120,3
44;227,69904;308,7307;122,06049;181,13303;72,7
45;227,70003;308,67923;122,04098;181,09251;81,8
46;227,70227;308,63187;122,01701;181,04942;52,7
47;227,70949;308,59567;122,026794;181,0365;78,8
48;227,70686;308,5528;122,007805;180,99757;60,9
49;227,70894;308,5182;122,00162;180,97084;50,5
50;227,71361;308,49506;121,98065;180,93938;82,1
51;227,71231;308,42557;121,95665;180,885;84,6
52;227,72502;308,39908;121,96112;180,87032;194,6
