;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;13,022765;17,54718;81,75435;82,64711;96,3
1;13,012453;17,545881;81,75651;82,65428;109,69999
2;13,0089;17,53609;81,75295;82,64963;105,00001
3;13,00351;17,524591;81,749664;82,644585;88,9
4;12,998352;17,520102;81,75551;82,64068;86,6
5;12,990914;17,511162;81,75775;82,638054;68,5
6;12,962292;17,473145;81,72565;82,64588;76,1
7;12,956892;17,469667;81,72216;82,649925;109,69999
8;12,957049;17,463701;81,71765;82,646255;127,8
9;12,959543;17,473715;81,72775;82,64878;169,1
10;12,951448;17,460548;81,71385;82,651665;189,3
11;12,948817;17,465807;81,715614;82,658424;224,8
12;12,9519;17,475931;81,72391;82,66135;225,50002
13;12,947171;17,473959;81,72059;82,66617;226,7
14;12,9471245;17,474762;81,71987;82,66748;175,9
15;12,951483;17,48074;81,72476;82,66688;183,4
16;12,943004;17,481464;81,722275;82,67733;196,6
17;12,94365;17,488152;81,72612;82,6816;248,3
18;12,946194;17,487713;81,7243;82,68016;323,8
19;12,9491825;17,491869;81,72618;82,68048;328,5
20;12,942946;17,501104;81,73057;82,69338;288,7
21;12,941933;17,504007;81,72941;82,69828;209,7
22;12,93976;17,509542;81,73036;82,70572;158,8
23;12,942817;17,51832;81,73557;82,70879;108,0
24;12,939477;17,529892;81,74305;82,71952;91,3
25;12,940773;17,532701;81,74352;82,721245;76,4
26;12,942402;17,530315;81,73924;82,71942;61,7
27;12,948588;17,544283;81,75021;82,72128;53,3
28;12,950923;17,541998;81,747086;82,71837;48,3
29;12,953403;17,547844;81,75088;82,719734;46,0
30;12,954836;17,549107;81,75;82,72011;52,4
31;12,956623;17,550962;81,74976;82,72011;39,5
32;13,000464;17,535677;81,7427;82,66661;35,2
33;13,014375;17,535948;81,7441;82,65169;31,299997
34;13,02066;17,53532;81,74061;82,6464;40,6
35;13,022959;17,536552;81,7385;82,64618;41,6
36;13,033401;17,543093;81,74443;82,63942;51,1
37;13,034178;17,540339;81,74238;82,63682;85,8
38;13,033494;17,546637;81,748375;82,640465;139,4
