;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;28,120481;22,960361;40,333775;17,662853;9,3
1;28,121084;22,960915;40,333603;17,662481;7,3
2;28,119373;22,95917;40,33318;17,66365;10,2
3;28,120329;22,96022;40,33313;17,662186;11,900001
4;28,120625;22,960455;40,3328;17,661533;13,8
5;28,12134;22,96128;40,332726;17,66083;14,000001
6;28,12216;22,961998;40,332127;17,659874;14,9
7;28,120878;22,960829;40,33136;17,66059;17,4
8;28,12103;22,961086;40,330578;17,659431;12,4
9;28,121342;22,961128;40,330204;17,65875;22,5
10;28,122133;22,961681;40,329884;17,657803;27,7
11;28,12115;22,960459;40,329132;17,65776;36,7
12;28,121864;22,960869;40,328915;17,656532;41,7
13;28,122736;22,96171;40,329784;17,656048;42,2
14;28,123854;22,963095;40,33002;17,654785;29,3
15;28,123304;22,96282;40,32943;17,654428;40,3
16;28,121702;22,9618;40,32916;17,655615;43,5
17;28,122568;22,96298;40,32929;17,654556;68,4
18;28,125183;22,965094;40,329678;17,652617;108,8
19;28,12592;22,965527;40,329994;17,652794;176,9
20;28,126131;22,965029;40,329857;17,652391;182,7
21;28,126307;22,965134;40,330162;17,652714;152,2
22;28,125446;22,964409;40,32993;17,653383;103,4
23;28,122665;22,962217;40,32954;17,655071;71,4
24;28,120684;22,960615;40,32976;17,656458;46,1
25;28,119064;22,959522;40,32949;17,657207;33,5
26;28,119015;22,959894;40,33002;17,657589;24,9
27;28,11895;22,960129;40,330177;17,657703;17,2
28;28,118887;22,960241;40,33053;17,658276;17,7
29;28,121342;22,96224;40,331577;17,657228;14,9
30;28,120579;22,961433;40,33158;17,658817;14,5
31;28,12021;22,960926;40,33162;17,659382;11,2
32;28,119553;22,960268;40,332085;17,660248;9,1
33;28,12268;22,962896;40,332973;17,658394;8,2
34;28,122782;22,963125;40,33299;17,659283;11,4
35;28,121487;22,96162;40,33323;17,661106;10,6
36;28,120638;22,96065;40,333687;17,661915;6,9
37;28,123108;22,963661;40,333748;17,659578;8,4
38;28,12302;22,963446;40,333416;17,659977;9,1
39;28,123257;22,96389;40,334602;17,660696;5,6
40;28,12233;22,962578;40,33379;17,660604;5,8
41;28,12234;22,962439;40,334194;17,661102;4,3
42;28,123613;22,963808;40,334736;17,660421;5,4
43;28,123053;22,962896;40,33458;17,661234;4,6
44;28,123056;22,963087;40,335133;17,661812;5,5
45;28,123476;22,963375;40,33498;17,66123;3,9
46;28,122906;22,962772;40,334877;17,661547;3,2
47;28,123127;22,962765;40,335003;17,66124;3,6999998
48;28,124113;22,963572;40,33494;17,660423;5,5
49;28,124554;22,963974;40,33447;17,660067;3,3999996
50;28,122877;22,962593;40,334175;17,661528;6,5
51;28,123095;22,962742;40,33425;17,660812;11,1
52;28,12333;22,96302;40,333527;17,659792;13,5
