;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;122,20685;116,87718;116,00585;118,42145;57,7
1;122,2066;116,87729;116,00641;118,42126;46,4
2;122,20717;116,8768;116,00566;118,4216;120,7
3;122,207726;116,87564;116,00546;118,42214;139,8
4;122,207756;116,87451;116,00551;118,422455;153,0
5;122,207184;116,87447;116,00585;118,42215;140,2
6;122,20727;116,874344;116,00539;118,42215;110,8
7;122,20717;116,87447;116,00543;118,42204;160,2
8;122,20739;116,87438;116,0052;118,422104;195,3
9;122,207184;116,87456;116,005264;118,42197;237,7
10;122,207184;116,87467;116,00539;118,42188;298,6
11;122,207344;116,87462;116,005;118,42202;320,9
12;122,20688;116,87507;116,00582;118,42163;414,6
13;122,20751;116,87497;116,00447;118,42196;347,7
14;122,20676;116,87559;116,00563;118,421486;221,7
15;122,20682;116,876114;116,00539;118,42133;256,4
16;122,20709;116,87637;116,00472;118,42145;296,0
17;122,20674;116,87664;116,00569;118,42128;381,0
18;122,20685;116,876816;116,0052;118,4213;488,8
19;122,20688;116,8772;116,005104;118,421196;610,6
20;122,207466;116,877426;116,00444;118,42121;620,2
21;122,20921;116,87653;116,0018;118,42212;579,6
22;122,20844;116,877014;116,00287;118,4217;459,8
23;122,20867;116,87723;116,0024;118,4217;385,5
24;122,208626;116,87733;116,002525;118,42175;272,2
25;122,20801;116,87769;116,00367;118,421455;240,9
26;122,208115;116,87771;116,00356;118,421524;167,3
27;122,207886;116,87794;116,00388;118,421425;111,9
28;122,207726;116,877945;116,00429;118,421425;101,5
29;122,20731;116,87817;116,00504;118,42124;95,1
30;122,207756;116,87749;116,00486;118,42164;87,0
31;122,20745;116,877205;116,00523;118,421616;67,2
32;122,20715;116,87733;116,0054;118,42147;66,3
