;prediction_1_weeks;prediction_2_weeks;prediction_3_weeks;prediction_4_weeks;value
0;29,13752;125,805954;37,66938;84,47399;0,0
1;29,189436;125,75596;37,68716;84,45935;0,0
2;29,213839;125,72926;37,69563;84,44604;6,6000004
3;29,186178;125,76722;37,6639;84,44975;11,3
4;29,13812;125,80977;37,643955;84,4605;8,6
5;29,154896;125,78544;37,66234;84,45837;11,3
6;29,130161;125,80917;37,647404;84,46367;15,3
7;29,118353;125,825584;37,63845;84,47047;23,5
8;29,098047;125,83855;37,64323;84,477715;26,400002
9;29,058743;125,871605;37,631027;84,48871;23,6
10;29,072731;125,87131;37,628914;84,494644;18,4
11;29,00679;125,920944;37,620865;84,51139;21,2
12;28,988356;125,94751;37,600586;84,52338;43,0
13;28,998062;125,95769;37,588997;84,5327;47,1
14;28,975517;125,963264;37,615494;84,54173;62,2
15;28,958704;125,969406;37,6275;84,548004;77,6
16;28,933172;126,02386;37,58922;84,56667;153,9
17;28,937754;125,97645;37,66463;84,56548;256,5
18;28,867851;126,06903;37,59693;84,58795;442,3
19;28,933235;125,996;37,656647;84,58089;479,7
20;28,881132;126,0439;37,636;84,59155;519,9
21;28,926308;125,99454;37,66773;84,58316;530,7
22;28,93793;125,99728;37,65139;84,58055;467,2
23;28,967176;125,96822;37,66774;84,5723;442,0
24;29,044067;125,88052;37,724552;84,547935;330,0
25;29,01905;125,901794;37,701557;84,54097;253,80002
26;29,094769;125,84813;37,702732;84,52147;144,5
27;29,086977;125,857056;37,685646;84,51401;110,3
28;29,14181;125,79908;37,71113;84,49494;64,0
29;29,115208;125,82206;37,678284;84,488556;106,26667
30;29,155962;125,81871;37,635365;84,48103;87,15
31;29,149408;125,80904;37,63597;84,472336;39,8
32;29,21327;125,77685;37,61556;84,45758;9,25
